,노래제목,가수,가사
301,My World,Summer Soul,"I can see you in my world
How did you become my world
How did you become my world
Let me tell you something It
feels so brand new
As you show up It's
my birthday
Hope you don't mind me Coming
in I'm getting closer Knock knock
on the door See you there's
something
You my baby I just wanna be with you
You're so pretty I can't take my eyes off you
You're so pretty I can't take my eyes off you
I can see you in my world
How did you become my world
How did you become my world
I cannot choose my words You're so
fly just like a bird
How'd you reach that level of perfection
It's okay
if you can't answer the question
Just know that
I cannot choose my words
You're so fly just like a bird
How'd you reach that level of perfection
It's okay
if you can't answer the question
Just know that
I can see you in my world
How did you become my world
I can see you in my world
How did you become my world"
304,Oh My God,Chris James,"Oh my god, paid the price for falling hard
Now we're picking up the parts
And you called it, i call it now
Oh my god, think i had a change of heart
Was it doomed to fall apart?
Now be honest, be honest
I don't wanna leave my house
Why the hell are you still in town?
Panic calls, leave a taste so sour
Something inside me is dying
Horoscope saying i need sleep
Wide awake, are you haunting me?
Duct tape on my heart don't seem
Like i should be going outside, so
Don't care, don't mind
Crying is a waste of your time
Feelings we don't fight, don't fight
One week and you'll be fine, so
Oh my god, paid the price for falling hard
Now we're picking up the parts
And you called it, i call it now
Oh my god, think i had a change of heart
Was it doomed to fall apart?
Now be honest, be honest
You gave reason to the tears i shed
Hate the thoughts you drilled into my head
You'll be right while i go left
Now i'll just wait for when the heartbreak hits
Go run my self-esteem into the ground
Am i a stranger once i leave this town?
Oh my god, paid the price for falling hard
Now we're picking up the parts
And you called it, i call it now
Oh my god, think i had a change of heart
Was it doomed to fall apart?
Now be honest, be honest
Oh, i know
Oh, i know one day i'll be fine
Oh, i know
Oh, i know broken hearts need time
Oh, i know
Oh, i know one day i'll be fine
Oh, i know
Oh, i know broken hearts need time"
305,Beauty Of Life,Cupid's Bullets,"Step outside and taste the beauty of life
It's a waste to keep everything inside
Let it all out
Let it all out
Let it all out
Like every day's the first day of your life
I can't hold back yeah yeah
I won't hold back
Yeah yeah yeah yeah yeah yeah
You can act like you can
Better play your games with someone else
I wanna dance yeah yeah
I just wanna dance yeah yeah yeah yeah
You can act like you can't
Better play your games with someone else
I don't mind yesterday
I try to bring out the best in me
I don't expect anything it's okay
It's okay
Step outside and taste the beauty of life
It's a waste to keep everything inside
Let it all out
Let it all out
Let it all out
Like every day's the first day of your life
I can't hold back yeah yeah
I won't hold back
Yeah yeah yeah yeah yeah yeah
You can act like you can
Better play your games with someone else
I wanna dance yeah yeah
I just wanna dance yeah yeah yeah yeah
You can act like you can't
Better play your games with someone else
I don't mind yesterday
I try to bring out the best in me
I don't expect anything it's okay
It's okay
Step outside and taste the beauty of life
It's a waste to keep everything inside
Let it all out
Let it all out
Let it all out
Like every day's the first day of your life
Step outside and taste the beauty of life
It's a waste to keep everything inside
Let it all out
Let it all out
Let it all out
Like every day's the first day of your life"
307,Good In Bed,Dua Lipa(두아 리파),"(Hey)
Yeah let's get to the point here
You love to disappoint me don't ya?
You tell me what I want
But ain't no follow through
You don't follow through no
But if you only knew me
The way you know my body baby
Then I think maybe we
Could probably see this through
We can make it through but
I've been thinking it'd be better
If we didn't know each other
Then you go and make me feel okay
Got me thinking it'd be better
If we didn't stay together
Then you put your hands up on my waist
I know it's really bad bad bad bad bad
Messing with my head head head head head
We drive each other mad mad mad mad mad
But baby that's what makes us good in bed
Please come take it out on me me me me me
I know it's really bad bad bad bad
But baby that's what makes us good in bed
It's bad
We drive each other mad
It might be kinda sad
But I think that's what makes us good in bed
I dedicate this verse to
All that good pipe in the moonlight
And the long nights where we did
Everything but talk it through
That's what we do yeah
You always let me down boy
But when you're going down I get so up
Don't know if I can find
Someone who do me like you do
I've been thinking it'd be better
If we didn't know each other
Then you go and make me feel okay
Got me thinking it'd be better
If we didn't stay together
Then you put your hands up on my waist
I know it's really bad bad bad bad bad
Messing with my head head head head head
We drive each other mad mad mad mad mad
But baby that's what makes us good in bed
Please come take it out on me me me me me
I know it's really bad bad bad bad
But baby that's what makes us good in bed
It's bad
We drive each other mad
It might be kinda sad
But I think that's what makes us good in bed
It's bad
We drive each other mad
It might be kinda sad
But I think that's what makes us good in bed
(Ah)
Yeah we don't know how to talk (Mmm)
But damn we know how to fuck
I know it's really bad bad bad bad bad
Messing with my head head head head head
We drive each other mad mad mad mad mad
But baby that's what makes us good in bed
Please come take it out on me me me me me
I know it's really bad bad bad bad
But baby that's what makes us good in bed
It's bad
We drive each other mad
It might be kinda sad
But I think that's what makes us good in bed
It's bad
We drive each other mad
It might be kinda sad
But I think that's what makes us good in bed"
308,Archetype,Omar Apollo,"There's a lot of boys in California
They don't get along like you and I
So pretty that you kill me softly
If you were to leave if I were to die
You know I really want to risk it all
Kiss my collarbone found my archetype
If you need me I'll be right there waitin'
Hold me 'till I break thin don't want this to end
(don't want this to end)
Could you help me help you think about me
I think of you daily I could give you all
(I could give you all)
You're the only one that holds me
You're the only one that holds me
Yea I know you're feeling paranoia
Are you in love cause I wanna try
I can tell just by the way
that you're talking (to me)
You don't have a clue (don't have a clue)
Neither do I
I didn't really think you cared at all
What you said on the phone
Left me petrified
If you need me I'll be right there waitin'
Hold me 'till I break thin 
don't want this to end
(don't want this to end)
Could you help me help you think about me
I think of you daily I could give you all
(I could give you all)
You're the only one that holds me
You're the only one that holds me
You're the only one that holds me
You're the only one that holds me
There's a lot of boys in California
They don't get along like you and I"
309,Someday,COCONA,"비가 내렸나
거리가 추워
얼어붙은 우리의 밤
겉옷을 챙겨.. 추워
세상일이 꿈꿔왔던대로
이뤄진게 얼마나 되 니
맘먹은대로 흘러갔었다면
얼마나 좋을까
SOMEDAY 이뤄질까
Always 빌어
SOMEDAY 이뤄질까
Always 믿어
세상일이 바래왔던대로
이뤄진게 얼마나 되니
맘먹은대로 흘러갔었다면
얼마나 좋을까
SOMEDAY 이뤄질까
Always 빌어
SOMEDAY 이뤄질까
Always 믿어"
311,Alcohol,X Ambassadors(엑스 앰배서더스),"Bartender
Pour me some dark liquor
Had a hell of day
And I couldn't hit the bar quicker
It's unhealthy
My friends try to help me
But I'd rather listen to
What Jim, Jack, and Jose tell me
Give me that one, and that one
And that one too
Fourty, fifty, a hundred proof
All the pressures of society
Givin' me anxiety
Sobriety just won't do

So give me all
Your alcohol
Tequila and lime
Whiskey on ice
And every one of my problems is solved
Give me all
Your alcohol
A little bourbon and rye
Until the barrel's dry
And Imma worry bout' the heartache tomorrow
So give me all all all
Your alcohol

Bartender
My broken heart mender
Don't worry about my tab
Imma max-out-the-card spender
I'm not cryin'
I promise I'm not cryin'
I'm allergic to B.S.
And I cure it with shot buyin'
For you, and for you
And for you, and you
Forty, fifty, a hundred proof
I needed some variety
Hole in the wall psychiatry
Sobriety just won't do

So give me all
Your alcohol
Tequila and lime
Whiskey on ice
And everyone of my problems is solved
Give me all
Your alcohol
Lil' bourbon and rye
Until the barrel's dry
And Imma worry bout' the heartache tomorrow
So give me all all all
Your alcohol

Open wide and say
Alcohol
Open wide and say
Alcohol
Everybody say
Alcohol
Open wide and say
Alcohol

So give me all
Your alcohol
Tequila and lime
Whiskey on ice
And every one of my problems is solved
Give me all
Your alcohol
Lil' bourbon and rye
Until the barrel's dry
And Imma worry bout' the heartache tomorrow
Give me all all all
Your alcohol

Give me all all all
Your alcohol"
313,What Should I Do?,Kevin Abstract,"Let's tell ghost stories to friends through fences
You can't touch me in my dreams, can't call me your fantasy

Don' touch me, it turns me on
Frizzy hair, naked, hit the bong

What should I do?
What should I do?
What should I do? Ooh, ooh, ooh

I'm floatin' through space, in the darkness I see your face between
You and me, my friend, my partner, my spot in the shade
We'll drive around this town, pretendin' like we got it made
Then let's stay up all night long 'til tomorrow turns to day

Don' touch me, it turns me on
Frizzy hair, naked, hit the bong (Oh)

Ba, ba-ba-ba
Ba-ba-ba
Ba-ba-ba
Ba-ba-ba

Don' touch me, it turns me on (It turns me on)
Frizzy hair (My frizzy hair), naked, hit the bong (Oh)

What should I do?
What should I do?
To get my mind off of you? Ooh, ooh

Running through thе sky, laying in tall grass
Hitchhiker seeds all up in my socks
Running through the sky, laying in tall grass
Hitchhiker seeds all up in my socks
I hopе we don't get caught, hoo

Ba-ba (Ba-ba-ba), ba-ba (Ba-ba-ba)
Ba-ba (Ba-ba-ba)
Ba (Ba-ba-ba), ba (Ba-ba-ba)
Ba (Ba-ba-ba), ba (Ba-ba-ba)
Ba-ba-ba
Ba-ba-ba (Ba-ba), ba-ba-ba (Ba-ba)
Ba-ba-ba (Ba-ba)
Ba-ba-ba (Ba), ba-ba-ba (Ba)
Ba-ba-ba (Ba), ba-ba-ba (Ba)
Ba-ba-ba
Ba-ba-ba (Ba-ba), ba-ba-ba (Ba-ba)
Ba-ba-ba (Ba-ba)
Ba-ba-ba (Ba), ba-ba-ba (Ba)
Ba-ba-ba (Ba), ba-ba-ba (Ba)
Ba-ba-ba
Ba-ba-ba (Ba-ba), ba-ba-ba (Ba-ba)
Ba-ba-ba (Ba-ba)
Ba-ba-ba (Ba), ba-ba-ba (Ba)
Ba-ba-ba (Ba), ba-ba-ba (Ba)
Ba-ba-ba"
317,I'm A Mess,Chris James,"It's crazy to think
And crazy to know
The things that made you wanna leave now
Feels so long ago
Am I a thief? (Am I a thief?)
For stealing your time
And turn them into mine
Ease up, all in
We're walking on the line
Too fast, too slow
I never made my mind up
I don't I'm a mess I know
Too far, so close
I never get it right
up when you're down
Maybe another time round
We'll go
I'm a mess I know
Maybe no one else can take my bullshit
So I had it while you cool it
Hold my mind so I don't lose it, lose it
Ooh, even if we make it through this nonsense
Would you give up hope, be honest
Will you love me if I lost it, lost it, lost it
Go save yourself, pardon the trouble
No hammer will burst this bubble
Maybe we're just illusion, oh I couldn't tell
We're dreaming up more solutions,
run to someone else
Pray or say something before I do
Hit the rock bottom,
nothing left for me to lose, baby
Thinking lately
I don't think talking this hard is gonna
change me
Ease up, all in
We're walking on the line
Too fast, too slow
I never made my mind up
I don't I'm a mess I know
Too far, so close I never get it right
Up when you're down
Maybe another time round
We'll go I'm a mess I know
Maybe no one else can take my bullshit
So I had it while you cool it
Hold my mind so I don't lose it, lose it
Oh, even if we make it through this nonsense
Would you give up hope, be honest
Will you love me if I lost it, lost it, lost it"
318,Sunset,Tai Verdes,"Just let 'em know
Just let 'em know
Yeah just let 'em know uh
I wish I could just walk on the sunset
Instead of bein' down bad on my bed
I think I'm goin' batshit and braindead
Up inside my head
I'm stuck up in a different dimension
Throwin' out opinions and two cents
When I can't even tie up the loose ends
Up inside my head (Uh)
This shit right here done cemented it
(Cemented it)
Little English element I benedict (I benedict)
Been up on my Bojack horse uh
I been a dick (Yeah)
Let me complile my rhetoric yuh
Head just be spinnin' when I sit up (Uh)
No equilibrium I be fucked up
Memory half corrupt no backup (Yeah)
My frontal lobe is openin' up MIDI waves
I'm a esophagus
Sitting in the back of the bus like what (What)
Smokin' with the ghost riders (Riders)
Clinically insane when this shit light up (Light up)
Red up in your eye
But you got no buzz (No buzz)
Knocked unconscious livin' concussed (Uh uh)
Why oh why
Can't I just see eye to eye (Yeah)
With my third eye in the sky?
Just starin' me 'til I cry
I wish I could just walk on the sunset (Yeah)
Instead of bein' down bad on my bed
I think I'm goin' batshit and braindead (Uh yeah)
Up inside my head (Uh)
I'm stuck up in a different dimension (Uh yeah)
Throwin' out opinions and two cents
When I can't even tie up the loose ends
Up inside my head (Yeah uh huh yeah)
(Yeah uh)
Up inside my head up inside my head
(Yeah yeah yeah)
(Uh yeah)
Up inside my head up inside my head
(Up inside my head)
Up inside my head up inside my head
(Yeah uh uh)
Up inside my head up inside my head
(Yeah yeah yeah yeah)
Talk is cheap talk is rich talk is poor
(Talk is poor)
Call me 'babe ' say my name
Call me yours (Call me yours)
Lookin' back on all fours (Uh) on the porch
On the floor (Yeah)
Call me every night when I'm out on tour (Uh)
You unsure when it's black
And white what I do it for (Uh)
The allure when you know it's right
When you know it's pure (Yeah)
Can't afford losin' you tonight
Hear it from the source (Uh yeah)
Runnin' 'round the world
And I'm way off course (Uh)
Only voice left in my head is a Porsche (Skrrt)
And it's ridin' 'round with the suicide doors
(With the doors up)
Goin' two hundred
And it's rippin' all of the floors up (Yeah)
Burnin' every fire
Then flippin' all of the drawers up (Yeah)
Why oh why
Can't I just see eye to eye (Yeah)
With my third eye in the sky?
(With my third eye with my third eye)
Just starin' me 'til I cry
I wish I could just walk on the sunset (Yeah)
Instead of bein' down bad on my bed
I think I'm goin' batshit and braindead
(Yeah yeah uh batshit)
Up inside my head (Yeah)
I'm stuck up in a different dimension
Throwin' out opinions and two cents
When I can't even tie up the loose ends (Uh)
Up inside my head
(Up inside my head up inside my head)
Up inside my head up inside my head
My head uh
Up inside my head up inside my head (Yeah)
Up inside my head up inside my head
Up inside it goin' up inside it
(Up inside my head up inside my head)"
321,Gimme Some More (feat. Shungudzo),Cosmo's Midnight(코스모스 미드나잇),"If you want me deeply, madly, truly
Show me, tell me, do the things you do
I know I been actin' kinda moody
I just miss you

People playing games like it's a movie
I don't have a script, I just read you
Don't you take away then give it to me
I ain't your fool

Gimme some more
'Cause enough is not enough, 
I need some more
Can you promise 
that there'll always be some more?
You're so beautiful it's unbelievable
Gimme some more
Gimme some more
Gimme some more
I will la la la love you reciprocal
I will never make you feel invisible
You're so beautiful it's unbelievable
Gimme some more
Gimme some more
Gimme some more

I want you like water wants the ocean
(That's a whole lot)
You want me like candy must be sweet
(That's a whole lot)
I am not afraid of deep emotions
(Swear that I'm not)
Can we just give in to chemistry

Gimme some more
'Cause enough is not enough, 
I need some more
Can you promise 
that there'll always be some more?
You're so beautiful it's unbelievable
Gimme some more
Gimme some more
Gimme some more
I will la la la love you reciprocal
I will never make you feel invisible
You're so beautiful it's unbelievable
Gimme some more
Gimme some more
Gimme some more

Hit the floor
Gimme some more
Gimme some more, gimme some more
Hit the floor

You know that I'm a human with feelings, babe
You know that I prefer pleasure over pain

Gimme some more
'Cause enough is not enough, 
I need some more
Can you promise 
that there'll always be some more
You're so beautiful it's unbelievable
Gimme some more
Gimme some more
Gimme some more
I will la la la love you reciprocal
I will never make you feel invisible
You're so beautiful it's unbelievable
Gimme some more
Gimme some more
Gimme some more

Hit the floor
Gimme some more
I'll give ya some more
Hit the floor
Gimme some more"
322,Problematic,BoyWithUke,"Her laughter's for another, 
her motions are disguised
Her make-up doesn't cover 
what I see behind her eyes
Yes, I know that nothing's wrong, 
but what's the harm in asking why?
I know that you're not tired. 
Where the fuck were you tonight?

Baby, let me be
Take my noose and set me free
Light my home on fire, 
take me higher than I want to be
Baby, on my knees
Begging for the sweet release
Let me hear the choir full of liars, 
tell them I want peace

I wish I wasn't problematic
I'm semi-automatic
I'm trying not to panic, panic
I'm burning bridges into ashes
Light them up like matches
How could you understand it, -stand it?

This morning she skipped breakfast, 
said she was running late
Her actions turning reckless, 
she began making mistakes
And I noticed something off 
about her cadence yesterday
She didn't even notice 
that she called me by his name

Baby, let me be
Take my noose and set me free
Light my home on fire, 
take me higher than I want to be
Baby, on my knees
Begging for the sweet release
Let me hear the choir full of liars, 
tell them I want peace

I wish I wasn't problematic
I'm semi-automatic
I'm trying not to panic, panic
I'm burning bridges into ashes
Light them up like matches
How could you understand it, -stand it?

I wish I wasn't problematic
I'm semi-automatic
I'm trying not to panic, panic
I'm burning bridges into ashes
Light them up like matches
How could you understand it, -stand it?

Why did you love me so?
Watch me as I let you go
Told you that I'm better off alone 
without you in my home
I let you in my heart
Let you back into my arms
Fool for thinking we could make it, 
faking every single part

I thought that maybe you could be
The final fucking remedy
The one to pull me out 
if I were ever stuck inside a dream
I'm looking back at times we had
The things we did and things we can't
How could you stab me in the back?
I thought you were better than that

I wish I wasn't problematic
I'm semi-automatic
I'm trying not to panic, panic
I'm burning bridges into ashes
Light them up like matches
How could you understand it, -stand it?

I wish I wasn't problematic
You could be
I'm semi-automatic
My remedy
I'm trying not to panic, panic
I'm stuck inside a dream
I'm burning bridges into ashes
The times we had
Light them up like matches
But now we can't
How could you understand it, -stand it?
You stabbed me in the back"
323,Peanut Butter & Tears,DPR IAN,"Sunday morning karaoke
Forgot my bills on the stove
I left home so long ago
That my tooth's been wiggling for years
My peanut butter and your tears 
Oh why the sad face dear 
I can't control all of my fears 

It's 5am and I have to go 
The wind is tearing up my eyes 
We know we know 
Friends tell me I look so dead 
I think they're seeing through my disguise 
They know 
They know where I've been 
I get so friendly with strangers 
Ooh yeah 
The way I've been 
I get so lost in my color 
It took me some time 

That my tooth's been wiggling for years 
My peanut butter and your tears 
Oh why the sad face dear 
I can't control all of my fears 
Oo yeah

Soaked in glitter 
Never been so better
Danced away my feathers 
Look at me in my leather 
Undressed 
Soaked in glitter 
Never been so better
Danced away my feathers 
Look at me in my leather 

I hardly do as I am told 
I feel the magic in those times 
We know we know 
I hate to see your tea get cold 
From leaving the door open too wide 

Where I've been 
I get told I'm just a stranger 
Ooh yeah 
But the way I've been 
I've returned as your lost lover 
It took me some time 

And my world's been wiggling for years 
My peanut butter and your tears 
Oh why the sad face dear 
I can't control all of my fears
Oo yeah

Soaked in glitter 
Never been so better
Danced away my feathers 
Look at me in my leather 
Undressed 
Soaked in glitter 
Never been so better
Danced away my feathers 
Look at me in my leather 

Go"
324,Loverboy,Jackson Lundy,"oh , what a fool I've been
falling for you yet again
must be a dream I'm in 
You got me in the palm of your hand

I said if I was your loverboy
Nothing would hurt ya anymore
I said if I were to be your man
I′d treat ya the best way that I can

I said if I was your loverboy
Nothing would hurt ya anymore
I said if I were to be your man
I'd treat ya the best way that I can

Oh, what a fool I've been
Falling for you yet again
Must be a dream I′m in
You got me in the palm of your hand

I′ll take a broken bone
If how I feel
Real alone

That's why I′m standing
Right outside your door
Flowers in hand

I said if I was your loverboy
Nothing would hurt ya anymore
I said if I were to be your man
I'd treat ya the best way that I can

I said if I was your loverboy
Nothing would hurt ya anymore
I said if I were to be your man
I′d treat ya the best way that I can

I said if I was your loverboy"
325,My Favourite Muse,ZUHAIR,"Girl I love you
And everything you do
I don't mind wasting time
If I'm wasting my time with you
Girl I love you
And everything you do
The world keeps passing by
But I don't really mind do you?
Girl I knew you had my heart
Right from the very start
I felt empty every time
We were apart
Know I'm always in the studio
But I just wanted you to know
I can't wait to come home to you
I hope one day I make it big
Not for the fortune or the fame
Not for the bling
Just so I can go out and buy you everything
Buy you a house and diamond ring
'Cause baby you deserve the sun and moon
You're the reason I smile girl
Every morning when I wake
When I look into your eyes now
I don't want to look away
Girl I love you
And everything you do
I don't mind wasting time
If I'm wasting my time with you
Girl I love you
And everything you do
The world keeps passing by
But I don't really mind do you?
Baby you're my favourite muse
I stopped believing in love
But you're the proof
You make me want to write
A million songs a day
But still I would have more to say
There just isn't enough words for you
I promise I'll catch every tear
You ever cry
And hold your hand through all the years
As they go by
Just know I'll always have your back
If you forget just play this track
And know that I'll always belong to you
In the summer you're my breeze girl
In the desert you're my rain
You're my sunrise and my sunset
The best part of my day
Girl I love you
And everything you do
I don't mind wasting time
If I'm wasting my time with you
With you
Even when all the seasons change
And our lives rearrange
Like they do
The one thing that'll stay the same
Is the I way I feel for you
We can go for a drive in my car
Or just stare at the stars
And the moon
Or we could
Spend the day
Tucked away
In my bed
Just as long as I'm here next to you
Girl I love you
And everything you do
I don't mind wasting time
If I'm wasting my time with you
Girl I love you
And everything you do
The world keeps passing by
But I don't mind do you?
Do you?"
327,Miles In Between (Feat. Joyce Wrice),Jeff Bernat(제프 버넷),"Counting the days till I see you
Because you're so far away
I swear that the miles in 
between are the reasons why we argue
Staring at your face over FaceTime
But yet it's just not the same
I swear all the tears 
that you cried had already formed an ocean

Over and over again
We hit repeat
We fight then apologize
Make up and then be alright
Yeah yeah
But if you can't relate,
Then how can we be alright?
We gotta compromise
Why this gotta be so complicated?

You said
I'll meet you in the middle
It just gets hard
But you gotta stay patient
Highs and low
Now lady hold tight I know 
it's complicated can you tolerate it?
You said
I'll meet you in the middle
It just gets hard
But you gotta stay patient
Highs and low
Now lady hold tight I know 
it's complicated can you tolerate it?

How many more days till I see you?
Why are you far away?
Feels like it was yesterday
I could actually hold
And staring at your face having real
Ooo those were the easy days
But now all the tears that 
I cried have already formed an ocean

Over and over again
We hit repeat
We fight then apologize
Make up and then be alright
Yeah yeah
But if you can't relate,
Then how can we be alright?
We gotta compromise
Why this gotta be so complicated?

You said
I'll meet you in the middle
It just gets hard
But you gotta stay patient
Highs and low
Now lady hold tight I know 
it's complicated can you tolerate it?
You said
I'll meet you in the middle
It just gets hard
But you gotta stay patient
Highs and low
Now lady hold tight I know 
it's complicated can you tolerate it?

I wanna go back to those days baby
Can we just compromise?"
330,Why Do I Still? (Unplugged) (feat. May Angeles),Nieman,"I'm aware of the consequence
I'm not ready yet to take that chance
Do I fold or go all in
Persuade my heart to think through it again
It sounds cliche but do you see us being
More than friends
Can't help myself but I'm fallin'
No I can't reveal
How I really feel
Cause I'm
Scared of ruining all we've built
Rather play it safe
Than find out you don't feel the same way
I don't know what I'd do if it were real
Trying my best to stop this love
Even then it's against my will
Even after all is said and done
Why do I still
Why do I still
I wish that I could somehow read your mind
I wonder if I run through yours
The way you do in mine
Can't help myself but I'm fallin'
Words aren't easy
When my eyes don't say the same
Wish I could tell you just as easy as
I say your name
Do I fold or go all in all in all in
And I can't reveal
How I really feel
Cause I'm
Scared of ruining all we've built
I'd rather play it safe
Than find out you don't feel the same way
I don't know what I'd do if that were real
Trying my best to stop this love
Even then it's against my will
Even after all is said and done
Why do I still
Why do I
I realize what's at stake but I don't know
How to show you how I really feel
Truly feel baby
Is where we go all set in stone
Is this storyline signed and sealed
Signed and sealed
Maybe
I'll keep on guessing the same question
And that's if I can go on
Without the one I want
Is this all even worth it
I think it is
But I can't reveal
How I really feel
Scared of ruining all we've built
I'd rather play it safe
Than find out you don't feel the same way
I don't know what I'd do if that were real
No I can't reveal
How I really feel
Cause I'm
Scared of ruining all we've built
I'd rather play it safe
Than find out you don't feel the same way
I don't know what I'd do if that were real
Trying my best to stop this love
Even then it's against my will
Even after all is said and done
Why do I still
Why do I still
Why do I still
Why do I still"
332,Back To Us (feat. Julissa Leilani),Jeremy Passion(제레미 패션),"If you haven't noticed
Things ain't been the same for quite a while
Not trying to beef
Cuz drama ain't my style
I'm just trying to say
Love is a like a flower
That needs water everyday
If you haven't noticed
Just a tad bit off
Girl, something just ain't right
Mundane through the day
And strangers in the night
Maybe it's me
Or maybe it's you
All I know is that we got something to do
Let's take some time and act like
We're still dating
We don't need a reason
No special occasion
And focus on us
Just because
Can we just get back to us
Us
Please say that ya noticed, baby
All the things I've done to make sure
You were good (all good)
If I didn't see the hurt
I misunderstood
I'm just trying to say
Love ain't always roses
Sometimes life gets in the way
Trust me, I have noticed, baby
Gotta find that spark
And make up for lost time
Even when my mind was gone
Day was long
You'll always be mine
Maybe it's me
Or maybe it's you
All I know is that to win
It's gonna take two
Let's take some time to act like
We're still dating
We don't need a reason
No special occasion
And focus on us
Just because
Can we just get back to us
Us
It's on us if we're gonna make it
Baby trust
It takes communication
You and me we gotta
Make it through the night
Gotta find our way back to the light
Let's take some time to act like
We're still dating
We don't need a reason
No special occasion
And focus on us
Just because
Can we just get back to us
Can we just get back to us
You and me we gotta get back to us"
333,As Is,Devin Kennedy,"Na na na na na na na
Na na na na na na
I'm begging
Don't Switch
I'll take it
As is

Na na na na na na na
Na na na na na na
I'm begging
Don't Switch
I'll take it
As is

Pick a side
Don't flip flop
If it's one thing
It's a sure thing
It's a deadlock
Had to make a pit stop
If I'm swerving
Don't you be curving, no

I'm right down the 405
Say the word, and I'll slide
Bet you'd still change your mind
Every single time
It's like

Na na na na na na na
Na na na na na na
I'm begging
Don't Switch
I'll take it
As is

Na na na na na na na
Na na na na na na
I'm begging
Don't Switch
I'll take it
As is

I've been thinking we could bounce back
You've been creeping on my mind
Heard you tell a couple lies
I don't count that
And I'mma tell you that it's fine
Well about that

I'm right down the 405
Say the word and I'll slide
Bet you still change your mind
Every single time
It's like


Na na na na na na na
Na na na na na na
I'm begging
Don't Switch
I'll take it
As is

Na na na na na na na
Na na na na na na
I'm begging
Don't Switch
I'll take it
As is

Na na na na na na na
Na na na na na na
I'm begging
Don't Switch
I'll take it
As is"
334,Calypso,Jackson Lundy,"Does she move like air?
Yeah I bet they stop and stare
Would she hold my hand
If I were a better man?
Honey shall I bring you flowers
I'd really love to learn your name
Sit and talk with you for hours
Well just name a time
Honey shall I bring you flowers
Would it brighten up your day?
Little missy bounds for hours
Well just name a time all day
What does she see in me?
Lock them doors and throw the key
It's really something in the way
And those gray eyes make me pay
Honey shall I bring you daisies
Would you like the way they smell
Never yes's only maybe's
For Calypso I fell
Singing Calypso
Singing Calypso
Singing Calyspo Calyspo no way
Singing Calypso
Singing Calypso
Singing Calyspo Calyspo no way
Singing Calypso
Singing Calypso
Singing Calyspo Calyspo no way
Singing Calypso
Singing Calypso
Singing Calyspo Calyspo no way"
337,Keep on Loving You,Jessica Domingo,"My energy is flowing in you
Now I believe in kundalini
Awakening my mind
I’m so grateful to
Experience you in this lifetime
Like we’re on cloud 9
And I feel at peace with you
Because I see everything that you are
Don’t you ever change (Don’t you ever change)
Cause it feels like I’ve known you my whole life
You’re my soulmate
You’re my soulmate
Now all I wanna do is keep on loving you
Now all I wanna do is keep on loving you loving you
Ain’t nobody know me like you do
I’m myself when I’m around you
We’re like the ebb & flow
I just wanna see us grow
And I feel so aligned with you by my side
It’s our connection with the best of intentions
I just wanna go away with you into
Another space
With your warm embrace
Grounded while we meditate
Where everything’s okay
Because I see everything that you are
Don’t you ever change (Don’t you ever change)
Cause it feels like I’ve known you my whole life
You’re my soulmate
You’re my soulmate
Now all I wanna do is keep on loving you
Now all I wanna do is keep on loving you"
340,Chill,John K,"Early in the morning
You look even better than last night
Damn girl you're gorgeous
Wondering what's going through your mind
If you got to get going
Baby don't apologize
But if you wanna stay
I got time to waste
No need to complicate this
All that I'm sayin'
We could just chill
We could just kick it for the weekend
Whatever you feel
We could just roll one up and sleep in
I'll keep it real real
Don't wanna take away your freedom
We could just chill
We could just chill
(We could just)
(We could just)
(We could just)
We could just chill
My friends are calling
Saying that we're going out tonight
But I just ignore 'em
'Cause they ain't lookin' at what's by my side
Baby you're flawless
You make me wanna turn on all the lights
So if you wanna stay yeah
I got time to waste hey (Yeah)
No need to complicate this
All that I'm sayin'
We could just chill
We could just kick it for the weekend
Whatever you feel
We could just roll one up and sleep in
I'll keep it real real
Don't wanna take away your freedom
We could just chill
We could just chill
(We could just)
(We could just)
(We could just)
We could just chill
Lovely girl so much time to kill
Why don't we start right now?
I'm so short I could get lost with you
Until the sun burns out
You make me wanna forget about
All the parties
When I'm here with you yeah
We don't need anybody
We could just chill
We could just kick it for the weekend
Whatever you feel
We could just roll one up and sleep in
I'll keep it real real
Don't wanna take away your freedom
We could just chill
We could just chill
(We could just) chill until the sun goes down
(We could just) yeah yeah
Hey let's chill until the sun goes down
Chill until the sun goes down
(We could just)
We could just chill"
