,노래제목,가수,가사
10,AVENUE (Feat. 죠지),TOUT Y EST,"Hotel on a Fifth Avenue
After the love has gone
Can we make a love
That we used to
Look around there's still everything
After the love has gone
Can we make a love
That we used to
Now I realized that 우리 만날 때엔
언제나 Fifth Avenue
영원할 거라 믿었던
그때의 향수를 다시 꺼내
칙 칙 Spray
I don't know what to do without you
모든 게 다 그대론데
깨기 싫은 꿈을 꾼 듯 숫자를 세
Hotel on a Fifth Avenue
After the love has gone
Can we make a love
That we used to
Look around there's still everything
After the love has gone
Can we make a love
That we used to
좋은 기억들만 살아남아
머릿속을 하루 종일 흔들어
어지러운 기분이지만은
뭐 나쁘지는 않은 것 같아
부질없다고 생각했었지
적어도 말이야 며칠 동안은
네가 없는 게 편한 거라고
나 혼자서 단정 지었었지
I don't know what to do without you
모든 게 다 그대론데
깨기 싫은 꿈을 꾼 듯 숫자를 세
Hotel on a Fifth Avenue
After the love has gone
Can we make a love
That we used to
Look around there's still everything
After the love has gone
Can we make a love
That we used to"
11,"Talk To Me (feat. Ellui, dori)",DAUL,"하루에도 몇 번씩 같은 생각들을 해
이럴 땐 너도 내 생각을 하는지
웃다가도 가끔씩 아리송해지곤해
괜히 짖궃은 장난을 치네
But I don't wanna be inside your friend zone
내 마음은 선을 넘었지 나도 모르게
I'm tired of faking myself
It's time to face to face uh oh
참으면 사라지는
그런 마음이 아니야 난
조금 서툴러 보여도
이젠 네게 묻고싶어
Talk to me baby do you feel the same with me?
어느샌가 우리 손을 잡는게 어색하지 않아
Oh i want to be loved
i Just need your big love
Can i be your dream girl
Let me be the one that you never had before
You're my fav
Don't you say babe
너가 바라면 난 계속 할게
아마도 난 남 앞에선 못해
아무도 없는 곳 에서만 babe
너는 계속
못 벗어나는걸
인스타는 내려줘
이 사랑에는 girl
없어도 되는걸
단지 너와
있으면 난
계속 너와
이대로가 늘 좋아 난
참으면 사라지는
그런 마음이 아니야 난
조금 서툴러 보여도
이젠 네게 묻고싶어
Talk to me baby do you feel the same with me?
어느샌가 우리 손을 잡는게 어색하지 않아
Oh i want to be loved
i Just need your big love
Can i be your dream girl
Let me be the one that you never had before"
12,Can You Hear Me? (feat. Ann One),뷰 (view),"There's a time
When you want to be comforted
You know there's a day like that
혼자 남겨진 이 외로움
아무도 없을 때에 가여움
What if I feel like losing me?
What if I feel like losing me?
A quiet night's so hard for me
깜깜한 밤 어둠이 미워
세상이 내게 속삭일 때
세상이 내게 말을 걸 때
Can you hear the voice?
너는 내 옆에 없어도 알지 적어도 내가 얼마나
외로워 하는지 무서워하는지 이 밤을
Let me know if u hear me
Can you hear me?
Do you know the answers?
Do you know how I feel?
I know you hear me
I know you hear me
Do you know the answers?
Do you know how I feel?
I know you hear me
I know you hear me
혼자 남겨진 이 방안에 쓸쓸히 남아
어떡하면 좋을까
눈을 감아도 나 혼자 잠이 안 와
어떻게든 나아지려 해봐도
무서울 거 같애 잘 안 돼
더 멀리 도망치고 싶은데 이 밤
너무 길고 긴 이 밤
누군가 내 옆에 있어 주길 바래
다 그만두고 싶을 때
내 편이 없다 느낄 때
있어줘 조금 더 가까이 내게
Do you know the answers?
Do you know how I feel?
I know you hear me
I know you hear me
Do you know the answers?
Do you know how I feel?
I know you hear me
I know you hear me
Do you know the answers?
Do you know how I feel?
I know you hear me
I know you hear me
Do you know the answers?
Do you know how I feel?
I know you hear me
I know you hear me"
13,Saturday (with Hoody),Spray,"아득해져 벌써
해맑은 미소의 나
기분좋은 말투
기억이 안나 하나도
애써 떠올려 보아도
이미 흐려진채로
멈춰버렸어
오늘같은 밤에
어김없이 또 i'm alone tonight
Saturday Saturday
Saturday Saturday woo
홀로 남겨진 채
온통 네 생각으로 가득 한
Saturday Saturday
Saturday Night
점점 따스해지는 이 거리
수 많은 사람들 속
왜 내 모습은 갈수록 초라해보이고
시린 마음은 어째 더욱 더 시려울까
오늘도 난 그 답을 모른 채
비워버려야지 다짐 해봐도
이미 너무나도 가득차버린 옛 추억들로 난
어찌해야 할 지 모르고
이미 늦어버린 듯해
난 다시 돌아가고파
오늘같은 밤에
어김없이 또 i'm alone tonight
Saturday Saturday
Saturday Saturday woo
홀로 남겨진 채
온통 네 생각으로 가득 한
Saturday Saturday
Saturday Night
오늘같은 밤에
어김없이 또 i'm alone tonight
Saturday Saturday
Saturday woo Night
홀로 남겨진 채
온통 네 생각으로 가득 한
Saturday Saturday"
14,STRANGER X CRUSH,PEEJAY,"그런 눈으로 나를 쳐다보지 마 (쳐다보지 마)
다 아는 것처럼 내게 다가오지 마 (다가오지 마)
점점 더 애매해지네
끝을 알 수 없기에 놓을 수가 없어
마주할 때마다 바뀌는
말투와 눈빛은 no way no way
Hello Stranger
I don't know who you are
낯선 향기가 나 난 또 이끌려
Stranger
아무 말 하지마 날 놓아줘
이제는 벗어나고 싶어
같은 생각일 거라 착각하지 마 (착각하지 마)
신경 써주는 척하면서 다가오지 마 woo
점점 더 어려워지네
끝을 알 수 없기에 놓을 수가 없어
차갑게 내 맘 만지는 손에
녹아내리네 no way no way
Hello Stranger
I don't know who you are
낯선 향기가 나 난 또 이끌려
Stranger
아무 말 하지마 날 놓아줘
이제는 벗어나고 싶어
Hello Stranger (woo)
Hello Stranger (stranger)
Hello Stranger
Hello Stranger
Hello Stranger"
15,시간이 지나서 (feat. 죠지),hiko,"One two
Hiko let's go
아무래도 난 안되겠어 이젠
참아보려고 애썼지만
너의 그 많은 남자들 중
내가 그들 중 하나인 건지
그럴 확률 백 퍼센트
그동안 연락하며 지낸 밤이
나에겐 어색하지만
아저씨 돼서
할아버지 돼서
후회할 것 같아
널 놓치면
내가 술에 취해 너에게 연락하면
전화는 받지 말아 줄래
나에게 준 상처가 미안하다면
나에게 돌아와 주면 돼
One two
Hey george let's go
사랑 사랑
사랑을 몰랐을 땐
그저 그런 줄로만 생각했어
어쩔 땐 네가 연락이 잘 안되어도
그저 바쁜 확률 100 퍼센트
괜찮아 이대로 지낸대도
조금은 허전하지만
할아버지 돼서
후회할 것 같아
그때 네가 없으면
내가 술에 취해 너에게 연락하면
전화는 받지 말아 줄래
나에게 준 상처가 미안하다면
나에게 돌아와 주면 돼
One two
Ampoff let's go
널 놓치면
내가 술에 취해 너에게 연락하면
전화는 받지 말아 줄래
나에게 준 상처가 미안하다면
나에게 돌아와 주면 돼
One two
Hiko let's go"
16,무표정(Lucid Dream) (prod. Hookuo),Jue(주애),"어제 꿈에 나온 너의 표정은
아직 풀지 못한 방정식처럼
헤아릴 수 없는 경우의 수로
가득 차 궁금해져
이 맘에 남은 격정은
어디서 멈출까
내 안에서 무의식에
떨어져 온 반경일까
모든 배경은 사라지고 넌 내 눈앞에서
바래지고 있어
왜 거기 영영 사라질 듯이
만져지지 않게 있는거야
아침이 뒤늦게 왔다면
그 뒤의 이야기를 했을까 우리
잘 지내고 있던거니
그 때에 발 멈춘 너니
혹시 날 기다렸던거니
그려낼 수도 없는 장면을 끝으로
머물러 멍청해져
이 끝도 없는 방황은
어디서 멈출까
내 안에서 무의식에
쌓여져 온 잔상일까
모든 배경은 사라지고 넌 내 눈앞에서
바래지고 있어
왜 거기 영영 사라질 듯이
만져지지 않게 있는거야
(만져지지 않게 나에게서 멀어져)
아침이 뒤늦게 왔다면
그 뒤의 이야기를 했을까
우리 우리
돌이킬 수 없단거 알아
맘 텅빈 밤 이제 너는 없는 방
꿈에서 깨어나
왜 거기 영영 사라질 듯이
만져지지 않게 있는거야
왜 거기 잡히지 않을듯이
눈 앞에서 달아나는거야
(잡을 수도 없게 눈 앞에서 달아나)
가까이 닿을 수 있었다면
그 뒤의 이야기를 했을까
우리 우리
지나온 얘길 가득 채운 새벽이
이제는 너 없는 시간들로 넘어가고
(시간들과 넘어가고)
해처럼 떠오르던 너의 얼굴도
잊혀질만큼 멀리 사라지고 있다고"
17,Bawling,프라이머리,"쭉 뻗은 레일 그 위에
지난번처럼 너와 서있어 그 뒤엔
마른침을 넘기고 나서는 등 뒤에
차갑게 젖은 땀을 좀 식히고
just a little bit
just a little bit

그래 이 때엔
네게 다가가 일상을 묻고 난 뒤에
뻔한 네 얘기에 귀 기울이고 널 위해
변했다는 사실을 알려줄
변명을 찾으려

and we play
bowling bowling bowling bowling
bowling game again
that ball just
running running running running
running out again
다시 또 공을 줍고선
점수를 훑고선
그래 아 우린 슬픈 거야

sideway, we take
벗어난 길로 가던 너인데 난 왜
발맞추기 보단 눈을 맞출까
그 왜 있잖아 말보단 행동이잖아
there's a lot of pins
you're the one of them

그래 이젠 
네게 다가가 기회를 묻고 난 뒤에
답을 기다리는 정적 속에서 널 위해
변했다는 사실을 알려줄
변명만 찾으려 해

and we play
bowling bowling bowling bowling
bowling game again
that ball just
running running running running
running out again
다시 또 공을 줍고선
점수를 훑고선
그래 아 우린 슬픈 거야

순수하지는 않아도
순진하긴 했었어
뭣도 몰랐던 나야
넋을 놓고 우린 
아무것도 안 해서
아무것도 아닌 거야
뭣도 몰랐던 나야
넋을 놓고 우린 

and we play
bowling bowling bowling bowling
bowling game again
that ball just
running running running running
running out again
다시 또 공을 줍고선
점수를 훑고선
그래 아 우린 슬픈 거야
and we play"
18,Piss On Me (feat. DEAN & punchnello),2xxx,"이 도시는 나를 괴롭게 해 yeah
자유 속에 쳐진 바리케이드 yeah
몇 번이고 노크를 했어
Don't you know
가라 앉아 버린 진실 뒤에 yeah
정보는 홍수가 돼 버렸기에 yeah
너조차 색안경을 꼈어
Don't you know
이 삐딱한 사회 속 에서
삐딱한 게 잘못이라면 yeah
난 몸을 뉘어 네게 묻겠어
너는 똑바를 것 같냐고
Don't judge you'd better wake up
Or back off
세뇌 속 헤매이건
아예 헤어나던
중지를 들겠어
No thx sir
나는 저 과거에도 나였고
또 앞으로도 나일테니 계속
(Hey)
Why you tryna piss on me
I don't know what you want yeah
Why you tryna piss on me
And fuck your opinion
If your tryna piss on me
Where's the peace peace peace?
If you tryna preach on me
Why you tryna piss on me
Why you tryna piss on me
Stop talkin' like that
불이 꺼진 방안 우리가 숨을 마시는
도시는 파도에만 몸을 맡기게 해
여긴 위태로워 빙판 깨지는 순간
넌 어떻게 할지 방도를 찾지못하게 되지
우린 끊임없이 스스로가 아닌
스스로에게 질문하지
가라앉는 동안 내가 찾아야할 신은 누구고
너의 위를 떠다니는 거짓된 바다가 진짜인지
I don't know about that honestly
내가 원한 건 여기 속박되어
일부가 되는게 아니야
나는 나 자신일때 더욱 더 안정감 있어
그게 너에게 맘에 들지 않는다면 다물어
난 잘 보일 생각도 휘둘릴 생각도 없어
똑바로 하라 할거면 니 자세부터 고쳐
여긴 내 필름 안이고 넌 주인공이 아냐
모두 제발 거울 봐 #fkuropinion
(Hey)
Why you tryna piss on me
I don't know what you want yeah
Why you tryna piss on me
And fuck your opinion
If your tryna piss on me
Where's the peace peace peace?
If you tryna preach on me
Why you tryna piss on me
Why you tryna piss on me"
19,허수아비 (Feat. 원슈타인),구원찬,"오늘의 시간 역시 뜬구름에 날리겠어
난 이 곳 허수아비 지켜봐도 안 움직여
눈치 빠른 새들은 대수롭지 않게 곡식을 쪼아대
내 어깨에 앉아서 빤히 쳐다보네 한심하게
나는 가만있는 게 나의 일인데
넌 뭘 하고 있냐고 말하네
각자의 역할대로 살고 있는데
너는 내게 틀렸다고 하네.
나는 가만있는 게 나의 일인데
넌 뭘 하고 있냐고 말하네
각자의 역할대로 살고 있는데
너는 내게 틀렸다고 하네
가끔 너무 더워서
이 자켓을 벗어던져도
사람들은 관심이
없더라 이건 너만 아네
매일 들어주기만 하다 보니
얘기하는 방법도 까먹어
아마 난 인사조차 어색해
아무도 시키지 않은 거 나도 알아
아무도 안 물어봤단 건 나도 알아
주변 바람에 흔들려
몸이 움직이고 있어
이제야 구실을 한다고 칭찬해
내 지지대는 꺾이고 있는데
나는 가만있는 게 나의 일인데
넌 뭘 하고 있냐고 말하네
각자의 역할대로 살고 있는데
너는 내게 틀렸다고 하네
나는 가만있는 게 나의 일인데
넌 뭘 하고 있냐고 말하네
각자의 역할대로 살고 있는데
너는 내게 틀렸다고 하네"
20,Don't Matter,Lydia Lee,"Nothing will last they say
The more we try things would fade
Don't try to find a friend
We're alone anyway
Don't be too kind
It's a far too scary place sometimes
For you to be that way
Nothing will last
That's what they say
Well I guess it might be true
But I'm not gonna give up on you
I will fight for the light
That sometimes don't shine
Nothing will last
But it don't matter
Because I'll hold on till I could
Maybe you'll loose the one so dear
Who kept you warm and safe
I guess even love has it's own ways
It comes and decays
How small are we
When everything changes so helplessly
Nothing will last that's what they say
Well I guess it might be true
But I'm not gonna give up on you
I will fight for the light
That sometimes don't shine
Nothing will last
But it don't matter
Because I'll hold on till I could"
21,D.R.E.A.M. (Feat. pH-1),Slom,"I don't wanna waste time
but there is nothing else that
I can do but hold myself back
from living my life yea yea
We're on the same side
being slaves to the power much bigger than ours
hoping to be set free
All we can do is DREAM
I just got rid of my calendar
필요 없어진 달력
늘 반복되는 삶에
난 기운이 계속 딸려
약을 부어 삼켜
괜히 탓하는 나의 나이
been tired since like '99
혼자가 적응될 때쯤
허락없이 찾아 날 괴롭히는 이 외로움
난 무시하지 대충
missing on my friends
even missing on my haters
원치 않았지만
내게 강요된 hiatus
Nothing's ever gonna stay the same
Ain't no one else to blame
당연하게 느끼던 삶은
더는 돌릴 수 없게 된
기억이 돼 버려서 어쩔 땐
Just reminiscing
I don't wanna waste time
but there is nothing else that
I can do but hold myself back
from living my life yea yea
We're on the same side
being slaves to the power much bigger than ours
hoping to be set free
All we can do is DREAM
생각도 안나 지난 금요일
내 친구들과 분명
Chillin' 기억이 희미
or maybe I just be trippin'
Slom이 튼 음악에
너무 추고싶어 dance
soap seoul
dirty rose
vibing at henz
그립네 손등위에 도장마저
클럽에서 만난 극성 팬에게서 도망가던
날들이 꿈 같애
짜증나지만 누굴 탓해
우린 대자연 앞에 이렇게 무능한데
'혁진아 오늘 친구들과
about 9 of us 놀러 갈게 party tonight'
이젠 아냐
문들 다 닫혀
문화가 거리로 퍼질 기회가 막혀
언제쯤 모든 게
풀릴지 모르네
I'm just sad
원래 기약이 없는 일에
우린 더 조급해
So we wait 'til it's over
그때까지는 We should cherish these moments
Nothing's ever gonna stay the same
Ain't no one else to blame
당연하게 느끼던 삶은
더는 돌릴 수 없게 된
기억이 돼 버려서 어쩔 땐
Just reminiscing
Distance Ruined Everything Around Me D.R.E.A.M."
