,노래제목,가수,가사
157,OH WELL,Christian French,"Oh, well, everything just went to hell
Might be the worst that I ever felt
Oh well, everything just went to hell
Might be the worst that I ever felt
Oh well, I guess I'll go - myself
The sun still shines while I'm taking L's
Last night I lost my car in K town
My phone died, I barely found my way out
Yeah, my pockets and chest are as empty as it gets
'Cause I lost the girl I used to love
It's not the same now
Guess that things won't go my way
Brush my teeth, gеtting ready for a cold hard day
It's just another day
Oh well, еverything just went to hell
Might be the worst that I ever felt
Oh well, I guess I'll go - myself
The sun still shines while I'm taking L's
Oh, well (oh well)
Oh, well (oh well)
Oh, well
Oh, well (oh well)
Oh, well (oh well)
Oh, well
I'm not living, I'm surviving
Chasing the horizon
Know I'll never get there
I been stuck out on an island
Talking to the silence
'Cause nobody else cares
My label said no more sad songs on the album
(Finger violins)
But I write what I feel and this shit's not about them
So, I say
Oh well, everything just went to hell
Might be the worst that I ever felt
Oh well, I guess I'll go - myself
The sun still shines while I'm taking L's
Oh, well (oh well)
Oh, well (oh well)
Oh, well
Oh, well (oh well)
Oh, well (oh well)
Oh, well
Oh, well
Oh, well
Oh, well
Guess that things won't go my way
Brush my teeth, getting ready for a cold hard day
It's just another day
Oh well, everything just went to hell
Might be the worst that I ever felt
Oh well, I guess I'll go - myself
The sun still shines while I'm taking L's
Oh, well (oh well)
Oh, well (oh well)
Oh, well
Oh, well (oh well)
Oh, well (oh well)
Oh, well
Oh, well (oh well)
Oh, well (oh well)
Oh, well
Oh, well (oh well)
Oh, well (oh well)
Oh, well"
159,Somewhere Like Her,EBEN,"She a West Coast girl
With that Southern hospitality
An East Coast attitude
She'll put you in your place too
She spend the summer out Japan
With her friends 'cause she can
She never wanna land
She got fam' in Puerto Rico
Meeting cousins wherever we go
Fly to London mile high to Heathrow
Sunshine followin'
But she can't stand the heat though
(Heat though)
And when I hold her
I got the whole world in my hands
(In my hands)
Yeah when I hold her
I got the whole world in my hands
(In my hands)
Universal baby ooh she drive me crazy
I've never heard of someone like her
And when I hold her
I got the whole world in my hands
(I got it got it I got it got it yeah)
She got manners like she from Canada
And hot like Panama
We in Venice fallin' in love
Whippin' the gondola
And all my walls are fallin' like I'm Berlin
I fuck with her I'm certain
She still make me nervous
Met her fam in Puerto Rico (Let's go)
It feel like home wherever we go
Love her to the moon and back
And she know
Sunshine followin'
But she can't stand the heat though
(Heat though)
And when I hold her
I got the whole world in my hands
(I got the whole world got the whole world)
Yeah when I hold her
I got the whole world in my hands
(I got the whole world in my hands yeah)
Universal baby ooh she drive crazy
I've never heard of someone like her
And when I hold her
I got the whole world in my hands
(In my hands I got it got it yeah)
Yeah I got it got it yeah
I've got the whole yeah I got it got it yeah
I've got the whole world in my hands
Yeah in my hands ooh yeah I got it got it
Yeah baby ooh got it got it yeah
I got it got it I got it got it yeah"
160,stupid i miss u,Forrest Nolan,"1234


I think it's stupid that I miss you
That I wanna kiss you
Baby, what's the issue
Well, we're both new to town
Though you don't ever stay in one place long
Don't think that it's your crowd
And now, I wanna be the one that proves you wrong
'Cause I thought that I knew better
And I guess that you knew best
And now I've got this feeling
I can't get out of my chest
I think it's stupid that I miss you
That I wanna kiss you
Baby, what's the issue
You don't even call
Thought we had a good time
Driving down the coastline
Why you gotta ghost
I hope it's not my fault
Said you like how I dress
And you heart every text
So, I guess I don't get where you've gone
It's stupid that I miss you
That I wanna kiss you
Baby, what's the issue
Stupid I miss you
I know you said that you would ring
But I figured it was just a bad time
Even if it's not really my thing
I think that we would make good valentines
'Cause I thought that I knew better
Now I'll never forget
That valentine's day isn't your thing either
Should have guessed
I think it's stupid that I miss you
That I wanna kiss you
Baby, what's the issue
You don't even call
Thought we had a good time
Driving down the coastline
Why you gotta ghost
I hope it's not my fault
Said you like how I dress
And you heart every text
So, I guess I don't get where you've gone
It's stupid that I miss you
That I wanna kiss you
Baby, what's the issue
Stupid I miss you
Stupid I miss you
Stupid I miss you
Stupid I miss you
It's stupid I miss you
(Stupid that I miss you)
(That I wanna kiss you)
(Baby, what's the issue)
Stupid I miss you (You don't even call)
(Thought we had a good time)
(Driving down the coastline)
(Why you gotta ghost)
Stupid I miss you (I hope it's not my fault)
(Said you like how I dress)
(And you heart every text)
(So, I guess I don't get where you've gone)
Stupid I miss you (It's stupid that I miss you)
(That I wanna kiss you)
(Baby, what's the issue)
It's stupid I miss you"
161,strawberry cheesecake,Dempsey Hope,"strawberry cheesecake
na na na na na na

you love strawberry cheesecake
I'm just too much of a cheapskate
we weren't always a good pair
it took us some time to get there

you got a sweet tooth sweetheart
see it in your eyes when I look long enough
I wanted you from the very start
hoping it would just click for both of us
you always sweep me off my feet
can't really explain the feeling cause its unique
but you make me feel complete
and you always keep it real 
just like I need you to

you love strawberry cheesecake
I'm just too much of a cheapskate
we weren't always a good pair
it took us some time to get there

oooh
I'm on the way home right now
oooh
I think imma make your night
oooh
I could stop and get it somehow
oooh
I'll get you anything you like

you love strawberry cheesecake
I'm just too much of a cheapskate
we weren't always a good pair
it took us some time to get there

oooh
oooh
oooh
oooh"
163,Sunroof (24kGoldn Remix),Nicky Youre,"La da la da da la da da
La da la da di da da la da da da da
La da la da da la da da
La da la da di da
I got my head out the sunroof
I'm blasting our favorite tunes
I only got one thing on my mind
You got me stuck on the thought of you
You're making me feel brand new
You're more than a sunshine in my eyes
You got those pretty eyes in your head
you know it
You got me dancing in my bed so let me show it
You are exactly what I want
kinda cool and kinda not
Wanna give myself to you
Yeah we're driving down the freeway at night
I only got one thing in the back of my mind
(You got me stuck on the thought of you)
I'm feeling like this might be my time
To shine with you with you with you
I got my head out the sunroof
I'm blasting our favorite tunes
I only got one thing on my mind
You got me stuck on the thought of you
You're making me feel brand new
You're more than a sunshine in my eyes
I got my head out the sunroof
Oooh-woah oooh-woah-oooh
You got me stuck on the thought of you
Oooh-woah oooh-woah-oooh
Ayy ayy
Top down on the 405
Half hour late we on L.A. time
Girl come through if you still ouside
You a VIP you can skip that line
I'm right where you 'ought to be
Penthouse view girl you gots to see
From the 415 to 949
It's a long ass drive
but I'll give you a ride cause we'll
Drop the top in my whip
Sit back and get comfortable
One hand on that wheel
Other hand on my baby boo
Can't believe that I'm here
Ain't it crazy what love will do?
Ooh ooh ooh ooh
I got my head out the sunroof
I'm blasting our favorite tunes
I only got one thing on my mind
You got me stuck on the thought of you
You're making me feel brand new
You're more than a sunshine in my eyes
I got my head out the sunroof
Oooh-woah oooh-woah-oooh
You got me stuck on the thought of you
Oooh-woah oooh-woah-oooh
La da la da da la da da
La da la da di da da la da da da da
La da la da da la da da
La da la da di da da"
164,Can We Always Be Friends?,Oh Wonder(오 원더),"Holy look at all this light that I give you
You're shining like the top of a tower
Holy look at all this life that you give me
I'm shining like I found all my power
When we go we go out dancing
Move heaven and earth
Spin around like we are endless
Can we always be friends?
We've got too much love
Can we always be friends?
Too much love too much love
You and me together
Together till the end
Can we always be friends?
Can we always be friends?
Holy body full of buzz when you're in view
Adoring you a million an hour
Holy look at all this happiness come through
I'm flying like a bee to a flower
So can we always be friends?
We've got too much love
Can we always be friends?
Too much love too much love
You and me together
Together till the end
Can we always be friends?
Can we always be friends?
Can we always be friends?
'Cause in a world of plenty of people
There is no one else
So can we always be you and me?
Can we always be friends?
We've got too much love
Can we always be friends?
Too much love too much love
You and me together
Together till the end
Can we always be friends?
Can we always be friends?
We've got too much too much too much
We've got too much love
Too much love
Can we always be friends?
Can we always be friends?
So can we always be friends?"
165,Complicated,Eves Karydas,"Always thought when I sleep
Was meant to be peaceful
But my blood's been running
My teeth fall out in my dreams
Don't know what it means now
But it must mean something
Wish I was in love wish I was alone
Never wanna work wish I wasn't broke
Wish I had a clue had it figured it out
But I really don't
So tell me
When did everything
here get so fucking complicated?
Used to laugh at nothing
don't know how I got this jaded
Thought it was fine
Thought we had time
But we feel dated
When did everything
here get so fucking complicated?
Always thought when I'm older
I'll be done waiting for my life to happen
My grandfather was a soldier
But all that I know is
that I don't know nothin'
(No I don't know nothin')
Wanted thicker skin wanted tougher bones
Wanna be away wish I was at home
Wish I had a clue had it figured out
But I really don't
Again? Yeah
Wish I was in love wish I was alone
Never wanna work wish I wasn't broke
Wish I had a clue had it figured it out
But I really don't
So tell me
When did everything
here get so fucking complicated?
Used to laugh at nothing
don't know how I got this jaded
Thought it was fine
Thought we had time
But we feel dated
When did everything here
get so fucking complicated?
When did every
When did when did everything here
When did when did everything here
get so fucking complicated?
When did every
When did when did everything here
When did when did everything here
get so fucking complicated?
I never asked for this not once
Bring me back to the basics
(Back to the basics)
Speeding up and I'm barely holding on
Bring me back to the basics to the start
So tell me
When did everything here
get so fucking complicated?
Used to laugh at nothing
don't know how I got this jaded
Thought it was fine
Thought we had time
But we feel dated
When did everything here
get so fucking complicated?
(So tell me when)
When did everything here
get so fucking complicated? (Complicated)
Used to laugh at nothing
don't know how I got this jaded
(How I feel so jaded)
Thought it was fine
Thought we had time
But we feel dated
When did everything here
get so fucking complicated? (cated)
When did every
When did when did everything here
When did when did everything here
get so fucking complicated?
(Fucking complicated)
When did every
When did when did everything here
When did when did everything here
get so fucking complicated?"
166,Weekend,Clubhouse,"I know you always say that you're alright
But then you wanna talk on the low
And if you want a break baby we can
Hit the rooftop all alone
Lemme make you smile baby all night
Fuck around maybe get stoned
You know that we can do it every weekend
But you just wanna talk on the low
In your father's red 964
Write on the window while it's fogging up
Lie in the silence sink inside my soul
Like any other day would tend to go
I think you notice I talk too much
When you're calling I'm waking up
Like it's do or die like I lost my mind
Need you all the time sweet paradise
I know you always say that you're alright
But then you wanna talk on the low
And if you want a break baby we can
Hit the rooftop all alone
Lemme make you smile baby all night
Fuck around maybe get stoned
You know that we can do it every weekend
But you just wanna talk on the low
On the low
I'm in love
Feels like taking drugs
I hate to see it 'cause you won't let me be it
Like I'ma call us friends
And you I wanna see you
But I've been losing
I think you notice I talk too much
When you're calling I'm waking up
Like it's do or die like I lost my mind
Need you all the time sweet paradise
I know you always say that you're alright
But then you wanna talk on the low
And if you want a break baby we can
Hit the rooftop all alone
Lemme make you smile baby all night
Fuck around maybe get stoned
You know that we can do it every weekend
But you just wanna talk on the low
On the low
All day all night so free it's like
So sweet in the sunshine sometimes
All day all night so free it's like
So sweet in the sunshine sometimes
All day all night so free it's like
So sweet in the sunshine sometimes"
168,sheluvme,Tai Verdes,"Uh I feel like Romeo (Why?)
'Cause I know that she love me
'Cause she told me so (Oh)
I feel like dancin' I feel like do si do (Woo)
Every night she ride me like a rodeo (Wow)
I said wooo
Guess God done blessed me a chooo
'Cause you're so sexy like wooo
Girl no one gets me like you ou ooh oh
Aye it's a good day to be (Day to be)
Anybody if your name is me (Name is me)
Shout it from the rooftop
Shamelessly (Shamelessly)
I love her and she luv me
Aye it's a good day to be (Day to be)
Alive no lie can't play with me (Play with me)
If I died I'd die happily
Cause I love her and she luv me
La da da
La da da da She luv me she luv me
La da da
La da da She told me she told me
La da da
La da da da
Uh yeah I love her and she luv me
If you not real it wouldn't surprise me
When I got you I might've caught lightning
Right in the palm of my hand
You got me gxxning no way that's random ooh
I could never lose you uh
I would never want to uh
You the missing piece only thing I need ooh
Got me prayin' to Jesus
We got that telekinesis
I want the neighbors to see us
Fxxkin' in so many places
I can't even look in the face of the preachers
You creative with this shxt makin' up
New positions
You got magic in them
Hips don't let them tell you different
Wooo yes God done blessed me a chooo
(God done blessed me)
'Cause you're so sexy like wooo (You so sexy)
Girl no one gets me like you ou ooh oh
(No one gets me like you)
Aye it's a good day to be (Day to be)
Anybody if your name is me (Name is me)
Shout it from the rooftop
Shamelessly (Shamelessly)
I love her and she luv me (Woo hoo)
Aye it's a good day to be (Day to be)
Alive no lie can't play with me (Play with me)
If I died I'd die happily (Happily)
'Cause I love her and she luv me
La da da
La da da da She luv me she luv me
La da da
La da da She told me she told me
La da da
La da da da
Uh yeah I love her and she luv me
La da da La da da da
La da da La da da da
La da da La da da da
I love her and she loves me"
169,Loverboy,Tash,"Oh lover boy
Why are you acting so quiet?
Boy I know you're shying away
Lover boy won't you just speak your mind?
Boy don't be so afraid
Lover boy you know I know about you
You know I know don't you?
Oh don't you? Don't you?
Well I can read your mind
I do it all the time
So don't go saving all the words
You try to save for different days
Boy you should just say it all to me (To me)
To me to me to me
To me to me to me
To me to me to me
Oh troubled boy
If you just opened up
Then you wouldn't be caught
In this trouble boy
Stop pretending you don't get worked up
When I'm talking to other boys
You know I know about you
You know I know don't you?
No don't you? Don't you?
Well I can read your mind
I do it all the time
So don't go saving all the words
You try to save for different days
Boy you should just say it all to me (To me)
To me to me to me
To me to me to me
To me to me to me
Lover boy why you do this to me?
Lover boy why you do this to me?
Lover boy why you do this to me? Mmm
Well I can read your mind
I do it all the time
So don't go saving all the words
You try to save for different days
Boy you should say it all to me (To me)
To me to me to me
To me to me to me
To me to me oh to me
Lover boy my lover boy
My lover boy"
170,California,Paige,"I thought I'd be there by now
I'm 24 still in my parents' house
I thought I could make it out
Of a city where nothing comes around

And I guess I'm still depressed
Doesn't matter how good it gets
It doesn't go away
I've got myself to blame
And how high is the climb?
And the stars do they align 
with my cloudy brain
I've got myself to blame

What's it like in
California
Is it pretty I
Always wonder
Or is it shitty
Like people say
It doesn't matter cause
I wanna make it in LA

I thought I'd be good enough
I've got the words to fill the pages up
But where's the line
Where's the time
When you're nearly 25
Am I getting where
Where I'm supposed to get

And yes I'm still depressed
But what do you expect 
when the world has slowed
And there's no room to grow
And how high is the climb
To sunset and vibe
It's cold in the shade
I gotta get away

What's it like in
California
Is it pretty I
Always wonder
Or is it shitty
Like people say
It doesn't matter cause
I wanna make it in LA

I wanna make it in LA"
171,LA DON’T LOOK GOOD ON U,ASTN,"105
You gone drive me wild
LA don't look good on you baby
Out all night
UberX outside
LA don't look good on you baby

Fendi or Red Bottoms
You can keep your problems
Baby I don't want em
Oh no
Louis bag or Prada
You can keep your problems
Baby I don't want em
Oh no

105
You gone drive me wild
LA don't look good on you baby
Out all night
UberX outside
LA don't look good on you baby

All your friends look the same 
I can't tell who is who
Every night I see you out with somebody new
Losing your keys and picking up an attitude
Stay out too late and wake up in the afternoon

Fendi or Red Bottoms
You can keep your problems
Baby I don't want em
Oh no
Louis bag or Prada
You can keep your problems
Baby I don't want em
Oh no

105
You gone drive me wild
LA don't look good on you baby
Out all night
UberX outside
LA don't look good on you baby

You should slow down baby
LA don't look good on
You should know that baby
LA don't look good on you

You should slow down baby
LA don't look good on
You should know that baby

105
You gone drive me wild
LA don't look good on you baby
Out all night
UberX outside
LA don't look good on you baby"
172,I'm okay,Rocketman,"I thought I was okay but I'm not
Thought that I was strong but I'm not
Waiting till the table turns its round
Tears stains on my pillow
Too scared to let it show
Sit down talk real slow
Let things get unfold
Pretty scared of tomorrow
Need something to hold
Why acting so cold?
When your cover's blown
I know that time is my best friend in this scenario
Would accompany me through this sea of woe
Time is my best friend in this scenario
But would you be my little something to hold?
I thought I was okay but I'm not
Thought that I was strong but I'm not
Waiting till the table turns its round
Can we just stop?
It's getting out of hand
Forgot where I'm heading again
Feel like tomorrow's never there
Feel like Yeah you know
Jealousy is killing me
Temper temper keep it green
Don't mess with the whole scene
Keep counting one two three
I thought I was okay but I'm not
Thought that I was strong but I'm not
Waiting till the table turns its round"
173,Me and You,Damien,"You know I want to give you 
everything that you need
I always wanted you to say 
what's on your mind
You know I love it
 when you drive me so insane  hey
You know that I would give you
 everything that you need
I always wanted you to stay 
and take your time
I'm always making sure to see
 if you're okay


Cause I just want to fly
And have you right there by my side
Cause I still miss the times
 of me and you  hey
And sometimes I get high,
 just to get you off my mind
But I still miss the times of me and you  hey


You know I want to give you everything
 that you need
I always wanted you to say 
what's on your mind
You know I love it
 when you drive me so insane
 (you drivе me crazy lately baby)
You know that I would give you 
еverything that you need
I always wanted you to stay
 and take your time
I'm always making sure to see
 if you're okay  hey hu..


I just want to fly, 
and have you right there by my side
Cause I still miss the times of me and you
 (ME, YOU, YEAH, ME AND YOU) hey
Sometimes I get high,
 just to get you off my mind
Cause I still miss the times
 of me and you


Cruisin', 
the highway
But doing it, on a Friday
Baby, can you ride with me tonight  huh..
Cruisin',
 the highway
Doing it, on a Friday
I want to be with you tonight



...*"
174,Honest,Melissa Polinar(멜리사 폴리나),"I sit and stay behind a veil
Made out of poetry
But it's a game I play to hide my insecurity
But what is it with you
That makes me want the unknown
I want to hear you out
And just get to know you
But there's still a few things to figure out
I'll throw it out the door even if I'm unsure
You just keep me
Honest
I promise
Even if the truth hurts
I'll open my mind and be honest
Do you trust me
Even in my doubt
You open up my mind
Tell me if you're alright
Can I take my time
Can I can I be honest
There's something that you do
That makes me feel some kind of way
A new horizon in every little thing you say
But there's this thing with you
That makes me love the unknown
I want to hear you out
And just get to know you
Dive in deep discover what we're about
You got me wanting more
Even if I'm unsure
You just keep me
Honest
I promise
Even if the truth hurts
I'll open my mind and be honest
Do you trust me
Even in my doubt
You open up my mind
Tell me if you're alright
Can I take my time
Can I can I be honest
Even in my darkest time (Keep me honest)
I let my walls down it's you I find
I won't question why (Do you trust me)
Or how you do it 'cause you just keep me
Honest
I promise
Even if the truth hurts
I'll open my mind and be honest
Do you trust me
Even in my doubt
You open up my mind
Tell me if you're alright
Can I take my time
Can I can I be honest
Da da dat dah
Da da dat
Dat da da dat
Da da dat dah
Da da dat
Dat da da dah"
175,celebrate,Isaac Dunbar,"Get your head up out of bed
and put on your coat
It's easier said than done
If I could do it you can do it
You'll never know
you're in your head (Here's my love)
You can blame it on the memories
that ruin your day
Blame it on your bad luck and stay the same
Or maybe you could break the curse
You never know but I know
Those good days are somethin' you choose
You don't have to fight fight
you got nothin' to lose
So let go of all the weight
And let's celebrate the pain yeah
Celebrate with me today tomorrow
and yesterday (Yesterday)
Celebrate all your pain to me
Celebrate all your pain to me
Celebrate with me forever
never and for only a day (Only a day)
Celebrate all your pain to me
Celebrate all your pain to me
On and on and on the days they blend
I lost myself (I lost my friends)
I marinated in the hate and hated the love
Alone I stayed (Where's my head?)
Those good days are somethin' you choose
You don't have to fight fight
you got nothin' to lose
So let go of all the weight
And let's celebrate the pain yeah
Celebrate with me today tomorrow
and yesterday (Yesterday)
Celebrate all your pain to me
Celebrate all your pain to me
Celebrate with me forever
never and for only a day (Only a day)
Celebrate all your pain to me
Celebrate all your pain to me
Accept the love
It's right in front of your face
Oh what are you waiting for?
It's right in front of your face
Oh accept the love
It's right in front of your face
Oh and celebrate all your pain to me
Celebrate all your pain to me
Maybe you need some time
Maybe you need some space
Or maybe you need
To ce ce celebarate
Celebrate with me today tomorrow
and yesterday (Yesterday)
Celebrate all your pain to me
Celebrate all your pain to me
Celebrate with me forever
never and for only a day (Only a day)
Celebrate all your pain to me
Celebrate all your pain to me
Accept the love
It's right in front of your face
Oh what are you waiting for?
It's right in front of your face
Oh accept the love
It's right in front of your face
Oh and celebrate all your pain to me
Celebrate all your pain to me"
178,What's With The Roses,Notd,"[Intro: Kiiara]
I wish I never, wish I never, wish I never

[Verse 1: Kiiara]
I wish I never saw you last night
I wish you never tapped my shoulder
I wish we never shared that ride
And woke up in your bed in the morning
Stop leaving me flowers at the door
I don't need that trouble no more
We’re in a deadlock, tryna get through
I'd take the blame, but you know it takes two


[Pre-Chorus: Kiiara]
I'm trying to (Yeah)
Say no, lay low
Walls up, eyes closed
Feel blue, I do
You don’t, that sucks

[Chorus: Kiiara]
You got me all worked up again
Pour gasoline on my heart again
You light a match, then go dropping it
This shit is hopeless, what's with the roses?
You got me all worked up again (Oh)
I see your face and I fall again (Oh)
How could you think that we could be friends?
This shit is hopeless, what's with the roses?

[Post-Chorus: Kiiara]
This shit is hopeless, what's with the roses?
This shit is hopeless, what's with the roses?

[Verse 2: Kiiara]
I wish I never saw you last night
Fuck, I wasn't thinking sober
Every time we say, ""One last time""
I wake up with a love hangover

[Pre-Chorus: Kiiara]
I'm trying to
Say no, lay low
Walls up, eyes closed
Feel blue, I do
You don't, that sucks

[Chorus: Kiiara]
You got me all worked up again
Pour gasoline on my heart again
You light a match, then go dropping it
This shit is hopeless, what’s with the roses? (Oh)
You got me all worked up again (Oh)
I see your face and I fall again (Oh)
How could you think that we could be friends?
This shit is hopeless, what’s with the roses?

[Post-Chorus: Kiiara]
This shit is hopeless, what's with the roses?
This shit is hopeless, what’s with the roses?

[Bridge: Kiiara]
You say you want me to come, I'll have to rain check
You know the last time we tried, I was a train wreck
I'm feeling so sick and tired of being so lovesick
I see your name on my phone, now I'm on a mind trip
Yeah
[Chorus: Kiiara]
You got me all worked up again
Pour gasoline on my heart again
You light a match, then go dropping it
This shit is hopeless, what’s with the roses? (Oh)
You got me all worked up again (Oh)
I see your face and I fall again (Oh)
How could you think that we could be friends?
This shit is hopeless, what's with the roses?

[Post-Chorus: Kiiara]
This shit is hopeless, what's with the roses?
This shit is hopeless, what's with the roses?
This shit is hopeless, what's with the roses?
This shit is hopeless, what's with the roses?"
179,Different Lives,Fly By Midnight,"Saw myself
Two years ago and I was someone else
Back then, I loved just like a carousel
So many faces going in and out
That's the way it felt

Like a distant sort of conversation of you and I
You and I
Feels like I'm running from my reputation every night
Every night

'Cause I've lived different lives
Different lives
Before you ever made me feel alive
Feel alive
I haven't felt this fucking terrified
Terrified
Before you, ooh
You, ooh
Those were different times
Different times
You're not the one I was at twenty-five
Drunk and high
Those are all the lives I left behind
Left behind for you, ooh
You, ooh

I see it now (See it now)
Few years ahead, it's only you around (You around)
Hopped off the wave that kept me watered down (Watered down)
And left the old me in a different town
Somewhere it can't be found

Like a distant sort of conversation
I try to hide
From you and I
Feels like I'm closer to a revelation every night
Every night

'Cause I've lived different lives
Different lives
Before you ever made me feel alive
Feel alive
I haven't felt this fucking terrified
Terrified
Before you, ooh
You, ooh
Those were different times
Different times
You're not the one I was at twenty-five
Drunk and high
Those are all the lives I left behind
Left behind for you, ooh
You, ooh

I've lived different lives
Different lives
Before you ever made me feel alive
Feel alive
I haven't felt this fucking terrified
Terrified
Before you, ooh
Before you, ooh

Those were different times
Different times
You're not the one I was at twenty-five
Drunk and high
Those are all the lives I left behind
Left behind for you, ooh
You, ooh"
180,"never mind, let's break up",LANY(레이니),"Never mind let's break up
We watch the waves crash
From my living room
But you got over that after a month or two
Sick of the beach so we flew to New York
And we partied all night
But you still say you're bored
We both know something's gotta change
'Cause I'm all give and baby you're all take
You pick another fight tryna find
Another thing wrong with us
I was down to let it slide
'Cause you get a little mean
When you drink too much
Girl can you name a time
I didn't go and get you everything you want?
Nah thought about giving you
One more chance
Never mind let's break up
Never mind let's break up
When you're upset I end up on the couch
And I feel like a stranger inside my own house
I stopped working late
And I stopped getting high
And I stopped being me
'Cause I thought that's what you like
Pick another fight tryna find
Another thing wrong with us
I was down to let it slide
'Cause you get a little mean
When you drink too much
Girl can you name a time
I didn't go and get you
Everything you want?
Nah thought about giving you
One more chance
Never mind let's break up
Never mind let's break up
Never mind let's break up
(Thank you for the ride
This is the end of our road)
Never mind let's break up
(Muchas gracias señorita adios)
Pick another fight tryna find
Another thing wrong with us
Down to let it slide
'Cause you get a little mean
When you drink too much
Girl can you name a time I didn't go
And get you everything you want?
Nah thought about giving you
One more chance
Never mind let's break up
(Thank you for the ride
This is the end of our road)
Never mind let's break up
(Muchas gracias señorita adios)
Never mind let's break up
(Thank you for the ride
This is the end of our road)
Never mind let's break up
(Muchas gracias señorita adios)
Never mind let's break up"
181,Everyday Feels Like Sunday,Jesse Barrera(제시 바레라),"With the prices going up
And I feel like giving up
You give something to me
It's a simple kinda love
The kind that always fills my cup
And did I mention that it's free
We could stay in
Sip a Truly
We could watch your favorite movie cus
I don't even care what we do (Oh what we do)
We could sleep in
Or wake up early
We ain't got a case of Mondays baby
Everyday feels like Sunday (Sunday)
Everyday feels like Sunday with you
Another Sunday with you
In a world full of judgement
We could keep it on a budget
We got everything that we need
So we could take a longer walk
And not worry about all the extra stuff
And did I mention that it's free
We could stay in
Sip a Truly
We could watch your favorite movie cus
I don't even care what we do (Oh what we do)
We could sleep in
Or wake up early
We ain't got a case of Mondays baby
Everyday feels like Sunday (Sunday)
Everyday feels like Sunday with you
Another Sunday with you"
182,LOVE ROCKETS,The Birthday,"ツバメ とんがって 愛を撒き散らす
ロケットになって
ステイション 波止場 どこぞの
大統領に喰らわせるんだ
ワルツ乗っかって
ラタトゥーユぶち撒けたみたいに
お前 急降下 この銀河ごと 愛を撒き散らす
PAST TIME
NO WAY
FUTURE
LOVE ROCKETS LOVE ROCKETS
ジェリーの魂を宿って
LOVE ROCKETS LOVE ROCKETS
喰らったら最後愛まみれ
NO FUTURE
朝靄 切り裂いて 見えるだろう
聞こえるだろう 愛のロケット
何かを 誰かを 守るためじゃなく
かき鳴らすだけ
PAST TIME
NO WAY
FUTURE
LOVE ROCKETS LOVE ROCKETS
ジェリーの魂を宿って
LOVE ROCKETS LOVE ROCKETS
喰らったら最後愛まみれ
LOVE ROCKETS LOVE ROCKETS
LOVE ROCKETS LOVE ROCKETS
LOVE ROCKETS LOVE ROCKETS
喰らったら最後愛まみれ
FUTURE"
183,Dai Zero Kan,10-Feet(10-피트),"群れを逸れて夢を咥えた
それが最後になる気がしたんだ
獣は砂を (砂を) 一握り撒いた (撒いた)
それが最後になる気がしたんだ
不確かな夢叶えるのさ 
約束の夜に (Whoa whoa)
微かな風に願うのさ 静寂の朝に (Whoa whoa)
遠い星の少年は
その腕に約束の飾り
まだ旅路の最中さ 幻惑の園に (Whoa whoa)
霞んで消えた轍の先へ
それが最後になる気がしたんだ
手負の夢を紡ぎ直せば
それが最後になる気がしたんだ
熱砂を蹴り抗うのさ 約束の前に (Whoa whoa)
命綱は無いのさ サーカスの夜に (Whoa whoa)
まだ旅路の最中さ
あの場所に加速するさらに
雨上がりのシャンデリア 幻惑の園に
(Whoa whoa)
Swish da 着火 You
Swish da 着火 You
Swish da 着火 You
Swish da 着火 You
迷走 Smash
Dribble trapper kidding me now? (Whoa whoa)
迷走 Smash
Dribble trapper kidding me now? 
(Whoa 大丈夫さ)
Coyote steals the sound
Coyote steals the pass
Coyote steals the sound and pass
Swish da 着火 You
Swish da 着火 You
Pass code a 'penetrator'
ベース Bebop
ゲット Triple buzz up ビート (Whoa whoa)
ワンラブ And mercy
Bebop heat check
Vasco da Gama ビート (Whoa whoa)
Pass code a 'penetrator'
ベース Bebop
Wanna buzz up ビート
Just wanna buzz up ビート
脳内更地に Extra pass
クーアザドンイハビ (Whoa whoa)
Swish da 着火 You
Swish da 着火 You"
