,노래제목,가수,가사
85,Who Are You?,레드애플(Led apple),"나는 다 말했어 지금부터 네 얘길 좀 해봐
(해봐 Oh yeah)
뭐든 괜찮아 작은 버릇도 사소한 습관도
웃기만 하고 있어 자꾸만
알다가도 모르겠어 네 마음
나 혼자 있는 건지 우리가 뭔 사이인 건지
하나도 모르겠어 너의 마음
하지만 끌려가는 나의 마음
oh, tell me how to turn your love on yeah ~
내가 보여줄게 오늘부터 oh~ baby

하루하루 지나가도 도대체
(who are you are you)
더 모르겠어
한번 두 번 볼수록 애타게 하는 너
(who are you are you)
i wanna see you baby

처음부터 끝까지 (who are you are you)
하나부터 열까지 (who are you are you)
매일매일 새로워 어제보다
오늘 더 i wanna see you crazy

그래도 우리가 남들보단 더 자주 만났잖아
(잖아 Oh yeah)
너도 특별히 싫지 않다면, 내가 하잔 대로 해봐
(옆으로 조금만 가까이와)
(듣지만 말고 네 얘길 해봐)
우리 함께 있는거야 그래도 되는 사이야
(하나씩 보여줘봐 너의 마음)
(넌 이미 알고 있잖아 내 마음)
and if you, you want me to
그럼 시작할게 지금부터 oh~ baby

하루하루 지나가도 도대체
(who are you are you)
더 모르겠어
한번 두 번 볼수록 애타게 하는 너
(who are you are you)
i wanna see you baby

처음부터 하나씩 너를 내게 보여줘 이제
(이제는 이제는 oh yeah)
조금만 더 열어줘
내가 들어갈 수 있게 더(더)더(더)더더

하루하루 지나가도 도대체 (who are you are you)
더 모르겠어
한번 두 번 볼수록 애타게 하는 너
(who are you are you)
i wanna see you baby

처음부터 끝까지 (who are you are you)
하나부터 열까지 (who are you are you)
매일매일 새로워 어제보다 오늘 더
i wanna see you crazy"
86,난 참 사랑에 빠졌나 봐요,냉장고 안 코끼리,"수박이 참 달아요
포도가 참 달아요
자두가 달아요
그대처럼
딸기가 참 빨개요
사과가 참 빨개요
그댈 보는 내 맘이 그래
난 참 사랑에 빠졌나 봐요
난 참 사랑에 빠졌나 봐요
앵두가 상큼해요
레몬이 새콤해요
그대 입술이 그럴까요
딸기가 참 빨개요
사과가 참 빨개요
그댈 보는 내 맘이 그래
난 참 사랑에 빠졌 나 봐요
난 참 사랑에 빠졌 나 봐요
내 눈엔 그대가 제일 예뻐요
누가 뭐래도 내 눈엔 그렇죠
키가 조금 작은 게 뭐가 어때요
마음이 키가 커서 너무 예뻐요
이대로 이대로 우리
언제나 언제나 언제까지나
난 참 사랑에 빠졌 나 봐요
난 참 사랑에 빠졌 나 봐요
내 눈엔 그대가 제일 예뻐요
누가 뭐래도 내 눈엔 그렇죠"
87,너의 계절이 되어줄게 (컴패션 어꽃피 테마송),제이레빗(J Rabbit),"부서진 것만 같았던 메말라 버릴 것 같던
앙상한 나뭇가지가
촉촉한 봄비에 따스한 온기에
조그맣고 시원한 기지개 펴듯
아무도 모르게 (쉬쉬) 새싹을 틔워 (퐁퐁퐁)
어여쁜 꽃 한 송이 마음에 피워
새파란 잎이 자라나고 꿈도 자라나지
그렇게 살아가고 사랑하지
아침에 잠시 피었다 지는 꽃처럼
10년에 한 번 핀다는 꽃들처럼
모두 각자의 시간이 있는 법
서로의 계절이 다른 것
내가 너의 계절이 돼줄게
내가 너의 친구가 되어줄게
세상의 걱정들과 한숨 틈에서
니가 웃을 수 있게
내가 너의 계절이 되어줄게
넌 나의 유일한 기쁨
넌 나의 유일한 선물
세상 가장 귀한 나의 자랑
오 내 사랑 Love love
꽃을 피워 열매를 맺어
향기로 가득 차 벅찬 내 맘
내가 너의 계절이 돼줄게
DON'T WORRY
영원히 Keep dreaming
Make your own story
아침에 잠시 피었다 지는 꽃처럼
10년에 한 번 핀다는 꽃들처럼
모두 각자의 시간이 있는 법
서로의 계절이 다른 것
내가 너의 계절이 돼줄게
내가 너의 친구가 되어줄게
세상의 걱정들과 한숨 틈에서
니가 웃을 수 있게
내가 너의 계절이 되어줄게
내가 너의 계절이 돼줄게
내가 너의 친구가 되어줄게
세상의 걱정들과 한숨 틈에서
니가 웃을 수 있게
내가 너의 계절이
내가 너의 계절이 되어
내가 너의 계절이 돼줄게
내가 너의 친구가 되어줄게
세상의 걱정들과 한숨 틈에서
니가 웃을 수 있게
내가 너의 계절이 되어
내가 너의 계절이 되어
내가 너의 계절이 되어줄게"
88,어울려 (feat. 소현) ('지마켓' CF 삽입곡),날선멜로디,"너는 왜 너는 왜 
내 주위를 맴도는지 이상해 이상해
뭐가 뭔지 모르겠어 
너의 마음 속 깊은 네 진심을 
모든걸 내가 알 수 있다면

나는 왜 나는 왜 계속 
니가 눈에 밟혀 어색해 어색해?
나도 나를 모르겠어 
두근 두근 거리는 
내 맘 속을 니 마음을

두 두 둣 두 누가봐도 
우리 둘이 두 두 둣 두 
어울리는 연인 사이
조금씩 떨리는 우리 점점 더 
내게 다가와 널 원해 
지금 우리 시작해

스르륵 스르륵 스쳐가는 
너의 향기 살며시 살며시?
불어오는 바람타고 
나의 코를 건드려 
닿을듯 말 듯 내 마음은

두 두 둣두 누가봐도 
우리 둘이 두두 둣두 
어울리는 연인 사이
조금씩 떨리는 우리 
점점 더 내게 다가와 
널 원해 지금 우리 시작해

두 두 둣 두 누가봐도 
우리 둘이 두두 둣 두 
어울리는 연인 사이
조금씩 떨리는 우리 점점 더 
내게 다가와 널 원해 
지금 우리 시작해

두 두 둣 두 누가봐도 
우리 둘이 두두 둣 두 
어울리는 연인 사이
조금씩 떨리는 우리
점점 더 내게 다가와 
널 원해 지금 우리 사랑해"
89,I'll Run To You,보라보라(Borabora),"누구보다 애교 많고 자주 안아주던 너
우리 뽀뽀한 게 
언제였던 건지도 모르겠어
강아지를 키우니 빨리 집에 가려 하고
싫다던 술을 자꾸 먹고

속상해
왜 자꾸 변해가니 이유를 모르겠어
말을 해
주말에 쇼핑이나 갈까 
아님 여행을 갈까
치킨 시켜 먹을까

우리의 사랑노래 
모자란 사랑노래
하루 종일 들어도 또 듣고 싶게
사랑을 속삭일게
마음을 열어줄래
영원히 니 곁에 있을 수 있게
I'll run to you
I'll run to you

언제는 내 얘기도 
꼬박꼬박 잘 들어줬는데
이제는 피곤하다면서 
나한테 그만 좀 하래
내가 무슨 얘길 얼마나 어떻게 했길래
이럴 거면 나 왜 만나니

짜증나
어떻게 하나부터 열까지 다 알려줘
답답해
예전에 넌 안 그랬어 
내가 편해진 거니
아님 변심한 거니

우리의 사랑노래
모자란 사랑노래
하루 종일 들어도 또 듣고 싶게
사랑을 속삭일게
마음을 열어줄래
영원히 니 곁에 있을 수 있게
I'll run to you
I'll run to you
I'll run to you
I'll run to you

나를 꼭 안아줄래?
따스히 감싸줄게

우리의 사랑노래
가득한 사랑노래
하루 종일 들어도 또 듣고 싶게
내가 더 잘 해줄게
내가 더 이해할게
내 눈을 바라보며 웃어줄래

I'll run to you
I'll run to you
I'll run to you
I'll run to you
I'll run to you"
90,Pretty,IZ*ONE(아이즈원),"You're so pretty
Oh pretty (You'll always be my)
Sweety (Gotta go We've same dream)
나와 꿈을 꿔 준비돼있어
You're so pretty
Come on let it go
서로 눈을 맞추며
그려봐 Story
예쁘게 Drawing
새하얀 웃음
어느새 푹 빠졌어
조금씩 Falling
이대로 Diving
빛나는 꿈처럼
피어난 숲처럼
눈이 부셔
Baby you're so shining
바라보면 볼수록
왜 빠져들게 하는데
누구보다 아름다운 너
언제나 Pretty oh pretty
말하지 않아도
달콤해 Sweety so sweety
꼭 안아주고 싶은 맘
숨길 수 없는 걸
감출 수 없는 걸
있는 그대로
그것만으로
You're so pretty
Oh pretty (You'll always be my)
Sweety (Gotta go We've same dream)
나와 꿈을 꿔 준비돼있어
You're so pretty
Ya 대체 어디서
나타나 또 찾아와 준 건지
궁금해 미쳐 빛이나
Hey 수놓은 작은 별
싱그런 멜로디
소중한 메모리
두 눈 속에
Baby you're so shining
다가가면 갈수록
더 빠져들고 마는데
누구보다 아름다운 너
언제나 Pretty oh pretty
말하지 않아도
달콤해 Sweety so sweety
꼭 안아주고 싶은 맘
숨길 수 없는 걸
감출 수 없는 걸
있는 그대로
그것만으로
You're so pretty
Oh pretty (You'll always be my)
Sweety (Gotta go We've same dream)
나와 꿈을 꿔 준비돼있어
You're so pretty
힘이 들면 잠시 멈춰
혼자가 아냐
항상 너의 곁에 있어
내 손을 잡아
언제나 Pretty oh pretty
말하지 않아도
달콤해 Sweety so sweety
꼭 안아주고 싶은 맘
숨길 수 없는 걸
감출 수 없는 걸
있는 그대로
그것만으로
You're so pretty
Oh pretty (You'll always be my)
Sweety (Gotta go We've same dream)
나와 꿈을 꿔 준비돼있어
You're so pretty"
91,퍼퓸 (Perfume Of Love),바버렛츠(The Barberettes)CONNECT 아티스트,"I like your smell
Like your smell
언제나 기분좋은 향기
달콤한 상상속에 빠져
꿈을 꾸는것 같아
은은한 향기 또 내게 불어오네
그대를 닮은것 같아
내마음 가득 또 스며드는 퍼품
이런게 사랑인걸까
I like your smell
Like your smell
언제나 기분좋은 향기
달콤한 상상속에 빠져
꿈을 꾸는것 같아
번져가네 Blow in blow in love
부풀어요 Blow in blow in magic
신비로운 마법에 그대와 단둘이서 Love
I like your smell
Like your smell
언제나 설레이는 느낌
달콤한 상상속에 빠져
꿈을 꾸는것 같아
나도 모르게 코끝이 간지러워
그대가 온것만 같아
두근거리는 내맘을 고백할까
이런게 행복인걸까
I like your smell
Like your smell
언제나 기분좋은 향기
달콤한 상상속에 빠져
꿈을 꾸는것 같아
번져가네 Blow in blow in love
부풀어요 Blow in blow in magic
신비로운 마법에 그대와 단둘이서 Love
I like your smell
Like your smell
언제나 설레이는 느낌
달콤한 상상속에 빠져
꿈을 꾸는것 같아
사라라라 사라라라 Blow in love
사라라라 사라라라
번져가네 Blow in blow in love
부풀어요 Blow in blow in magic
신비로운 마법에 그대와 단둘이서 Love
I like your smell
Like your smell
언제나 설레이는 느낌
달콤한 상상속에 빠져
꿈을 꾸는것 같아"
92,It's Beautiful,윤하(Younha/ユンナ),"want to be waterful
I just wanna be with you 

아침이면 넌 또 다시 찾아와 
날 꼭 안아주던 너
달콤한 꿈 속 it’s love love love 
날 깨우지는 말아줘

어디라도 좋아 저 멀리 날아가
내 손 잡고 더 높이 데려가줘
두근거리는 맘 설레이는 이 밤 
아무도 몰래 I wanna stay together

you! You’re so beautiful
and you! wanna be waterful 
사랑스러운 너 내게만 들려줘
Oh I want to be waterful 
It’s time to love

따뜻한 아침 햇살 아래로 
밝게 웃어주던 너
달콤한 품 속 it’s love love love 
날 깨우지는 말아줘

어디라도 좋아 저 멀리 날아가
내 손 잡고 더 높이 데려가줘
두근거리는 맘 설레이는 이 밤
아무도 몰래 I wanna stay together

you! You’re so beautiful
and you! wanna be waterful 
사랑스러운 너 내게만 들려줘
Oh I want to be waterful 

조심스럽게 내게 다가와 wanna be waterful 
난 또 들켜버릴까
Oh I want to you, I need you, I love you 

you! You’re so beautiful
and you! wanna be waterful 
사랑스러운 너 내게만 들려줘
Oh I want to be waterful 

It’s time to love"
93,Take Me Now,루나 (LUNA),"어지럽게 펼쳐진 수많은 사연들에
귀를 기울여 때론 숨죽여
가까이 다가가네
저 멀리 보이는 희망들은
달콤한 위로의 말도 없이
그저 흩어져 그저 사라져
My feelings loneliness my Silence depression
내 마음속 가득 남아서
가까이 가려고 발버둥 쳐봐도
넌 차갑게 멀어지잖아
Please take me now
Please take me now
날 비추는 빛을 향해
날 데려가 줘
Please take me now
차가운 숨결 속에 느껴지는 희망이
저기 멀리서 내게 다가와
살며시 감싸주네
변하지 않을 기억에
(몸부림쳐도 벗어나지 못해)
또 다시 만날 시간들
(나만을 위해 멈추지 말아줘)
My feelings loneliness my Silence depression
내 마음속 가득 남아서
가까이 가려고 발버둥 쳐봐도
넌 차갑게 멀어지잖아
Please take me now
Please take me now
날 비추는 빛을 향해
날 데려가 줘
Please take me now
저 멀리 날 데려가 줘
Please take me now
날 데려가 줘"
94,혼자놀기 (feat. 이범준 Of 범's),마멀레이드 키친(Marmalade Kitchen)CONNECT 아티스트,"혼자 기분 좋은 상상하기 오
혼자 상상하다 기분 좋아지기
외롭다고 생각하면
더 외로워질 거야
혼자 길을 걷다 하늘 보기
혼자 하늘 보다 넘어져 보기
때론 작은 실수가
나를 웃게 해서 좋아
가끔은 혼자라서 좋아
신경 쓰지 않아도
세상은 원래 잘 돌아가니까
가끔은 혼자서도 놀아
오 꽤 재밌을 거야
추억들을 살짝 꺼내보면
미소가 어느새 번질 거야
혼자 사랑하다 행복하기 오
혼자 행복하다 소리쳐보기
때론 혼자 느끼는 사랑
힘이 돼서 좋아
가끔은 혼자라서 좋아
신경 쓰지 않아도
세상은 원래 잘 돌아가니까
가끔은 혼자서도 놀아
오 꽤 재밌을 거야
추억들을 살짝 꺼내보면
미소가 어느새 번질 거야
가끔은 혼자라서 좋아
신경 쓰지 않아도
세상은 원래 잘 돌아가니까
가끔씩 혼자라는 시간
오 날 웃게 할 거야
상상 속에 행복 꺼내보면
미소가 어느새 번질 거야"
95,뚜르르르 (내가 있잖아) (feat. 류은비) (웹 드라마 '연애는 무슨 연애' OST 삽입곡),애드나인 프로젝트,"뚜르르르 뚜르르르 뚜르르르 뚜르뚜
뚜르르르 뚜르뚜 뚜르르르 
뚜르르르 뚜르르르 뚜르르르 뚜르뚜
뚜르르르 뚜르뚜 뚜르르르 

걱정마 이미 너는 충분해 
그 어떤 누구보다도 멋져
그 누가 너를 막는다해도 
그냥 앞만 보고 달려가

때로는 힘이 들어 지칠 때 
가끔씩 주윌 한번 둘러봐
항상 널 향해 웃어주는 
내가 너의 곁에 있잖아

하루에 한번쯤은 날 보고 웃는거야
너 같이 못생긴 앨 바라봐주는 나야
걱정은 날려버려 지금은 날 따라와
나 같은 천사를 또 어디서 니가 찾니

소리 질러봐 조금 더 크게 눈치 보지마 
You Will Get it on Get it on
그래 그렇게 아주 조금씩
서두르지마 내가 있잖아

뚜르르르 뚜르르르 뚜르르르 뚜르뚜
뚜르르르 뚜르뚜 뚜르르르 
뚜르르르 뚜르르르 뚜르르르 뚜르뚜
뚜르르르 뚜르뚜 뚜르르르 

어쩌다 한번쯤은 택시를 잡아도 돼
괜찮아 저녁 밥은 둘이 라면 먹자
너가 힘이들때면 어깰 잠시 내 줄게
잠시 쉬었다가도 누구도 뭐라 안해

소리 질러봐 조금 더 크게 눈치 보지마 
You Will Get it on Get it on
그래 그렇게 아주 조금씩
서두르지마 내가 있잖아

소리 질러봐 조금 더 크게 눈치 보지마 
You Will Get it on Get it on
그래 그렇게 아주 조금씩
서두르지마 내가 있잖아

뚜르르르 뚜르르르 뚜르뚜
뚜르르르 뚜르르르 뚜르뚜 
뚜르르르 뚜르르르 
뚜르르르 뚜르르르"
96,사랑에 빠졌었나봐,JUNIEL,"사랑에 빠졌었나봐 나 그걸 몰랐었나봐
그대가 보일 수 있게 Huh Oh
창문이 열리면 크게 노랠 불러줘
Oh 요만큼만
좋은 향기에 두 눈 뜨게 해줘 Yeah
항상 편한 느낌 들게 해줘 Yeah
수줍은듯이 널 데려가 몰래 입맞추고 싶어
따스한 봄날에 늘 같은 곳을 걷고 싶어 Yeah
늘 같은 공간에 있게 해줘
스치는 너의 숨 뛰는 심장 느낌
가까이 더 들려줘
아찔한 나의 후회 널 놓쳐
버릴뻔한 순간 Now
언제까지 이대로만
사랑에 빠졌었나봐 나 그걸 몰랐었나봐
그대가 보일 수 있게 Huh Oh
창문이 열리면 크게 노랠 불러줘
Oh 그땐 몰랐었나봐 Ha
남몰래 울었었나봐 Ha
후회하지 않게 Wah Yeah Oh 요만큼만
하루에 몇번씩 늘 같은
너를 보고싶어 Yeah
아침엔 그 길을 함께 해줘
새하얀 너의 꿈 별을 쫓는 느낌
가까이 다가와줘
설레는 나의 마음 구름 위를
걸어가는 느낌은 Now
언제가지 이대로만
사랑에 빠졌었나봐 나 그걸 몰랐었나봐
그대가 보일 수 있게 Huh Oh
창문이 열리면 크게 노랠 불러줘
Oh 그땐 몰랐었나봐 Ha
남몰래 울었었나봐 Ha
후회하지 않게 Wah Yeah 사랑했었나봐"
97,SLUSH,모트(Motte)CONNECT 아티스트,"너랑 만난 적이 있었나
낯설지가 않아
대답이라도 좀 해봐
(Tell me what you want baby)
뭔가 달라 그렇게
쳐다보지마
시간이 없어 날 안아줘
(Can't let you go)
머릿속을 맴돌아
Stay with me stay with you
All day 널 지켜줄게
밤새 곁에 있을게
혼자 외롭지 않게
You're not longer lonely at tonight
Think about you and think about you
Something happened to me
Falling in love with you baby
보고 싶은 마음에
Think about you and think about you
Somebody wake me up
Everyday 날 쓰다듬어줘
I need you
I need you
I need you
언제까지 그렇게
쳐다만 볼래
시간이 없어 널 안을래
(Can't let you go)
머릿속을 맴돌아
Stay with me stay with you
All day 널 지켜줄게
밤새 곁에 있을게
혼자 외롭지 않게
You're not longer lonely at tonight
Think about you and think about you
Something happened to me
Falling in love with you baby
보고 싶은 마음에
Think about you and think about you
Somebody wake me up
Everyday 날 쓰다듬어줘
I need you
Love love love with you
Call call call my name
And and on and on
Tell me what you want
I am all of you
이렇게 내 생각에
들어와버린 너
Falling in love with you baby
보고 싶은 마음에
Think about you and think about you
Somebody wake me up
(Everyday) everyday oh
(Everyday) I need you boy
(Everyday) I need you my boy
I need you"
98,어마어마,다영(우주소녀),"처음 널 봤을때 (숨이막혀)
머리가 어질어질 (난몰라)
한번 두번 세번 (지날수록)
널 계속 보고 싶어 (매일 매일)
두근두근 쿵쿵 떨리는 걸
니가 내게로 올까 지금 내 맘을 알까
한걸음 더 내게 다가와준다면
우리 둘이 Falling In Love
어마어마하게 널 사랑하는 내 맘
어머 어머 어쩌나 이런 내 맘 몰라
너의 매력에 빠져 헤어날 수가 없어
꾸물꾸물 대지마 더 뜨겁게
어질어질 열이 나 퐁당 빠졌나봐
아찔아찔 위험해 너의 매력발산
쿨한 척 아닌 척 이제 No No No
말해줘 말해줘 Boy C'mon C'mon
들었다 놨다 썸 타다 말다
자꾸 내 앞에서 헷갈리게 왔다 갔다
애매하게 좀 굴지 말고
이젠 니가 먼저 내게 Tell Me
짝사랑은 이제 그만 할래
조금만 더 솔직해져 볼래
이제 그만 애태우고 나를 잡아
그럼 못 이기는 척 나 OK
아른아른 자꾸 니 생각만
이런 게 사랑일까 너도 내 맘을 알까
조금만 더 내게 다가와준다면
우리 둘이 Falling In Love
어마어마하게 널 사랑하는 내 맘
어머어머 어쩌나 이런 내 맘 몰라
너의 매력에 빠져 헤어날 수가 없어
꾸물꾸물 대지마 더 뜨겁게
찌릿찌릿 너와 나 통했잖아 Right Now
화끈하게 들어와 Oh 남자답게
짜릿짜릿 하게 날 만들어줘 Right Now
Hold Me Right Love Me Right
Hold Me Right Love Me Right
어마어마하게
어마어마하게 널 사랑하는 내 맘
어머 어머 어쩌나 이런 내 맘 몰라
너의 매력에 빠져 헤어날 수가 없어
꾸물꾸물 대지마 더 뜨겁게
어질어질 열이 나 퐁당 빠졌나봐
아찔아찔 위험해 너의 매력발산
쿨한 척 아닌 척 이제 No No No
말해줘 말해줘 Boy C'mon C'mon"
99,키스미,앤씨아CONNECT 아티스트,"Woo kiss me kiss me
Baby kiss me
사실 나도 네게 빠진 듯 해
Woo kiss me kiss me
Baby kiss me
한걸음만 더 다가와
날 향한 네 맘 알 것 같아
네 눈에 다 드러나니까
무심코 너를 바라볼땐 꼭 눈이 마주쳐
왜 그리 놀라는데
그냥 내게 솔직히 말해
모른척하기도 힘들어
어렵게 돌아갈거 없어
널 좋아해
이 말이 그리 힘드니
Woo kiss me kiss me
Baby kiss me
사실 나도 네게 빠진 듯 해
Woo kiss me kiss me
Baby kiss me
한걸음만 더 다가와
그냥 내게 솔직히 말해
모른척하기도 힘들어
어렵게 돌아갈거 없어
널 좋아해
이 말이 그리 힘드니
Woo kiss me kiss me
Baby kiss me
사실 나도 네게 빠진 듯 해
Woo kiss me kiss me
Baby kiss me
한걸음만 더 다가와
널 볼때면 이제 내가 더 힘들어
애 닳게 하지마
사랑할 시간도 모자라
나도 네게 갈게
Kiss me kiss me
Baby kiss me
사실 나도 네게 빠진 듯 해
Woo kiss me kiss me
Baby kiss me
한걸음만 더 다가와
Woo kiss me kiss me
Baby kiss me
사실 나도 네게 빠진 듯 해
Woo kiss me kiss me
Baby kiss me
한걸음만 더 다가와
이제 그만 좀 다가와
사랑할 시간도 난 모자라"
100,Sweet Stranger,김은비(EB),"이게 무슨 일이야
도대체 말이 안 돼
하루 종일 네가 햇살처럼 내리고
널 닮은 별이 뜨잖아
내가 웃는 그 이유 너인지도 모른 채
말도 없이 넌 마법처럼
내 맘 가득 물들여져 있잖아
남겨진 시간 속에 운명 그게 있다면
너만 괜찮다면 죽어도
나는 그게 꼭 너였으면 좋겠어
Baby I have a crush on you
세상에 둘도 없는 내 우주가 돼줄래
내 맘 작은 틈 속마저 널 닮은
예쁜 꽃이 피어날 수 있게
숨어있던 행복이 내 품으로 온 걸까
어둠이 침몰한 듯 보석보다
눈이 부신 꿈을 꾸잖아
내 맘속 하늘 위에 너를 별처럼 걸고
달콤한 낮과 밤 천국 같은
너만을 바라봤으면 좋겠어
Baby I have a crush on you
세상에 둘도 없는 내 우주가 돼줄래
내 맘 작은 틈 속마저
널 닮은 예쁜 꽃이 피어날 수 있게
넌 모를 거야 누군가에게
세상이 돼버렸단 걸
단지 하나뿐인 작은 소원마저
네가 되고 말았다는 걸
Baby I need your love
시곗바늘을 따라 이곳으로 와줄래
네 숨결 닿은 그림 같은 풍경
우리 둘만의 시간 속으로
네 숨결 닿은 그림 같은 풍경
우리 둘만의 시간 속으로"
101,Slowly,수빈(우주소녀),"요즘 나는 또 그대가 궁금해지고
더 많이 알고 싶어요
머릿속에 나 그대의 반쪽이 되는
섣부른 상상을 해요
Oh slowly slowly
그대의 맘을 조심스레
두드려도 될까요?
Oh slowly slowly
놀라지 않게 내 마음을
전해도 되는가요?
서툰 나의 모습들이
답답하고 아쉬워도
Oh slowly slowly
느리더라도 깊어지는
사랑을 드릴게요
영화 속의 그 사랑은 없을 거라고
그렇게 믿고 살았죠
오랜만에 나 이렇게 떨리는 기분
괜시리 웃음이 나요
Oh slowly slowly
그대의 맘을 조심스레
두드려도 될까요?
Oh slowly slowly
놀라지 않게 내 마음을
전해도 되는가요?
서툰 나의 모습들이
답답하고 아쉬워도
Oh slowly slowly
느리더라도 깊어지는
사랑을 드릴게요
Oh slowly slowly
느리더라도 깊어지는
사랑을 드릴게요
사랑을 드릴게요"
102,아 진짜요. (Oh really.),엔플라잉(N.Flying),"아 진짜요
그 말을 듣고 싶어서
만난 게 아니잖아요
Oh really Oh really
그렇다 치고요
아 헐 헐 헐 헐
난 진짜요
그대 속맘이 궁금해
내가 외로워서일까
색안경 껴서인가
빈털터리 빈털터리
맘을 갖고 살아요 (살았죠)
제발 가지 마 외롭죠
Freakin' hard to say goodbye
나조차도 이해 못 할 내 맘을
주접떨고 있네
아 헐 진짜요
진짜로
엉망진창이니까 그런 형식적인 거 말고요
날 위해 말할 순 없나요
Oh really Oh really
아 진짜요
네 진짜요
하루 종일 나의 눈을 바라봐 줄 순 없어도
지금만 날 사랑해 줘요
Oh really Oh really
아 진짜요
그대여 제발 좀 눈을 떠요
당신이 찾던 난 아닌가요
피곤해 피곤해 죽을 것 같아 보여
내가 이기적인가요
성심성의껏 널 대할 준비가 됐는데
Oh really Oh really
어리광 광 광 광 광 광 광
피우지 좀 마 마 마 마 마 마 막
내 나이가 몇 갠데 Peace out
알고 있어 나도 곧 30
이래 놓고 동생들한테는 센 척
뭐가 이리 무의미할까 계속
이리저리 밀린 일이 날
해석해 줘 미치겠으니 구해줘
제발 가지 마 외롭죠
Freakin' hard to say goodbye
나조차도 이해 못 할 내 맘을
주접떨고 있네
아 헐 진짜요
진짜로
엉망진창이니까 그런 형식적인 거 말고요
날 위해 말할 순 없나요
Oh really Oh really
아 진짜요
네 진짜요
하루 종일 나의 눈을 바라봐 줄 순 없어도
지금만 날 사랑해 줘요
Oh really Oh really
아 진짜요
그래요 잘 가요
Freakin' hard to say goodbye
나조차도 모를 맘 주접떨고 있네
아 진짜요
진짜로
엉망진창이니까 그런 형식적인 거 말고요
날 위해 말할 순 없나요
Oh really Oh really
아 진짜요
네 진짜요
하루 종일 나의 눈을 바라봐 줄 순 없어도
지금만 날 사랑해 줘요
Oh really Oh really
아 진짜요
널 보내기 쉽지 않네요
Oh really Oh really
(Freakin' hard to say goodbye)
그냥 먼저 일어나 가줘요
Oh really Oh really
(Freakin' hard to say goodbye)
아 진짜요"
103,빈칸을 채워주시오,볼빨간사춘기,"숨을 헙 하고 참게 돼
네가 다가올 때 말이야
심장이 훅 내려앉게 돼
눈이 마주칠 때 말이야
얼마간 나오지 않았던
내 사랑 노래가
이제야 주인을 찾은 느낌이야
그래 네 노래야
심장이 고장 나
나 뭣도 할 수 없대
이건 문제야 내 가사도
이상하게 흘러가
알 수 없는 감정들이
네 맘이 필요해
도대체 뭘 어떡해야 해
어떤 말을 해야 할지 몰라
빈칸을 채워주시오
그래 네 맘을 표현해
So what what you really gonna say
어떤 말이 나올지 몰라
사랑을 채워주시오
Yeah yeah yeah yeah
Yeah yeah yeah yeah
Yeah yeah yeah yeah
Yeah yeah yeah yeah
그런 맘 없대 친구로서는 말이야
내 맘 다 안대 좋아하는 거 말이야
얼마간 나오지 않았던
내 사랑 노래가
이제야 확신이 드는 느낌이야
이건 네 노래야
심장이 고장 나
나 뭣도 할 수 없대
이건 문제야 내 가사도
이상하게 흘러가
알 수 없는 감정들이
네 맘이 필요해
도대체 뭘 어떡해야 해
어떤 말을 해야 할지 몰라
빈칸을 채워주시오
그래 네 맘을 표현해
So what what you really gonna say
어떤 말이 나올지 몰라
사랑을 채워주시오
가장 어울리는 정답을 찾아
너와 내 빈칸을 채우고 싶어
그래 나 가장 설레는 말을
찾은 거 같아
네 맘이 필요해
도대체 뭘 어떡해야 해
어떤 말을 해야 할지 몰라
빈칸을 채워주시오
그래 네 맘을 표현해
So what what you really gonna say
어떤 말이 나올지 몰라
사랑을 채워주시오
Yeah yeah yeah yeah
Yeah yeah yeah yeah
Yeah yeah yeah yeah
Yeah yeah yeah yeah"
104,버블티 (feat. 설레인 of Soul StayZ),디오지(DOZ),"자기야 오늘은 날씨가 덥잖아 
자기야 목이 말라 죽겠단 말이야
시원한 버블티 마셔 
우리 둘이 자기는 어때 쫀득한 버블티

버블티가 좋아 버블티가 좋아 좋아 
상콤 달콤 니 입술처럼 (아이쿠)
버블티가 좋아 
버블티가 좋아 좋아 상콤 달콤 

우리 사이는 버블티
버블티 버블티 우리 사이는 버블티 
버블티 버블티 상콤 달콤한 버블티

우리 사이는 버블티 상콤 달콤한 버블티

자기야 나 그런거 못 마셔 알잖아 
다른 거 마시며는 안될까
시원한 버블티 마셔 우리 둘이 
오늘만 널 위해서 마실께 버블티

너랑 나랑 둘이서 좋아 했던 버블티
널 사랑한다 말하면 더 좋아 하겠지
넌 마치 시원한 버블티 
나는 상콤 달콤한 아이스티
또 다시 오늘은 뭘로 마실지 
고민하지마 넌 결국 버블티

우리 사이는 버블티
버블티 버블티 우리 사이는 버블티 
버블티 버블티 상콤 달콤한 버블티

우리 사이는 버블티 
상콤 달콤한 버블티

내 눈을 바라봐요 사슴 같이 깊은 눈을
그래도 안 마실 건가요 내 눈을 보고도

버블티 버블티 버블티 
우리 사이는 버블티 
버블티 버블티 상콤 달콤한 버블티
우리 사이는 버블티 
상콤 달콤한 버블티"
