,노래제목,가수,가사
19,Getting to Getting,Alt Bloom,"[Verse 1]
Another red star anomaly
How you keep coming on to me
We'll pull off, next stop, don't trip, yeah, yeah
Catching vibes on a Saturday, yeah
Got a smile won't leave your face, yeah
We'll pull off, next stop, don't trip, yeah, yeah, uh

[Pre-Chorus]
Over and over again
Not playing games to pretend
Where we gon' crash when this ends
(When the party over)

[Chorus]
Out here chasing, it's loud in this basement
Our summer vacations, bodies and walls
Yeah, yeah, yeah, yeah
Cases, I got one to save these
Words for exchanging numbers to call on
We're getting to getting

[Post-Chorus]
Yeah, yeah, yeah
We're getting to getting
Yeah, yeah, yeah, oh

[Verse 2]
Hold up (Hold up)
We don't need a map to know where this is going (Going)
I got feelings, you got feelings and they're showing (Yeah, yeah, yeah)
So don't get too far, jump in the car, and we gone
Yeah, say it (Say it)
You been looking for a way to get away in (Get away in)
And we don't got another second for delaying (For delaying)
So don't get too far, jump in the car, and we gone, yeah

[Pre-Chorus]
Over and over again
Not playing games to pretend
Where we'll wake up when this ends, yeah, yeah

[Chorus]
And we're chasing, it's loud in this basement
Our summer vacations, bodies and walls
Yeah, yeah, yeah, yeah
Cases, I got one to save these
Words for exchanging numbers to call on
We're getting to getting

[Post-Chorus]
Yeah, yeah, yeah
We're getting to getting"
20,Wonder Woman,Kacey Musgraves(케이시 머스그레이브스),"I like where this is going
And you like it too
We rarely never ever don't see eye to eye
We're going to
I can show you strong
I can fight for you
I can try to move mountains
If you want me to
But baby I ain't wonder woman
I don't know how to lasso
The love out of you
Don't you know I'm only human?
And if I let you down I don't mean to
All I need's a place to land
I don't need a superman to win my lovin'
'Cause baby I ain't wonder woman
Bet all that gold gets
Heavy weighin' on her
I wonder if it's scary
Always tryin' not to get hurt
I know how it feels it ain't easy
There's a reason
Why you only see it in the movies
'Cause baby I ain't wonder woman
I don't know how to lasso
The truth out of you
Don't you know I'm only human?
And if I let you down I don't mean to
All I need's a place to land
I don't need a superman to win my lovin'
You don't know how to fly no
That's okay neither do I
I know I ain't wonder woman
I don't know how to lasso
The love out of you
Don't you know I'm only human?
And if I let you down I don't mean to
All I need's a place to land
I don't need a superman to win my lovin'
'Cause baby I ain't wonder woman
Yeah I know I ain't wonder woman"
21,Honey,Katie Buxton,"Ooh
Mm hmm
Drive my down the high way
Take me to the west side mmm
Maybe even past it
Wanna ride with you all night mmm
'Cause I got it bad babe
Want you to take up all of my time
When you look at me like that babe
I know what giving in feels like
'Cause your love is sweet like honey
And warm so sunny
And you make it so hard to not
Just lose my mind
When you put your hands right on me
You know it really ain't funny
'Cause you may just send my soul
Straight to the sky
Driving down the highway
There's something 'bout a nightride
Girl you feel like a Friday
'Cause the weekend's in your eyes
('Cause the weekend's in your eyes) mmm
And I don't always fall right into it
But right now I want all of this
I don't know how you do it
Got me so messed up it's stupid (Oh oh oh oh)
And there's something in your touch
Just takes me home
Replaying in my head when I'm all alone
Oh you know you're my favorite song
(Ah ah ah ah)
'Cause your love is sweet like honey
(So sweet like honey)
And warm so sunny (And warm so sunny)
And you make it so hard to not
Just lose my mind
When you put your hands right on me
You know it really ain't funny (Ain't funny)
'Cause you may just send my soul
Straight to the sky
Mmm hmm oh ooh
I got it bad oh ooh
Oo oh oh oh
I got it bad"
22,You'll Be Alright,Milky Day (밀키데이),"It's such a pretty day
It feels like yesterday
That we could spend
Some time outside yeah
But we should stay inside
So things don't get out of line
Ooh
And I know and I know
And I know it'll soon be over
And I know that things
Just won't be the same
So we just gotta wait a little bit patiently
I'll write you a letter
I'll sing you a song
I'll make things much better
Everything will be fine
And I promise that you'll be alright
I been spending too much time in my room
Killin time workin nine to five
And I often feel no energy
How I miss your company
Maybe we can meet in a zoom
(What?)
Or facetime anything that you want to
Just hit me up and I'll be there for you
(I'll be there for you)
I'll write you a letter
I'll sing you a song
I'll make things much better
Everything will be fine
And I promise that you'll be alright
And I know and I know
And I know it'll soon be over
And I know that things
Just won't be the same
So we just gotta wait a little bit patiently
I'll write you a letter
I'll sing you a song
I'll make things much better
Everything will be fine
And I promise that you'll be alright"
24,PLAY COLOR (Feat. sooon),sweetch,"What would be like to play with
Color the color yeah
너무 기다렸던 이 순간
What would be like to play with
Color color yeah
I feel like I feel like umm yeah
What would be like to play with
Color the color yeah
너무 기다렸던 이 순간
What would be like to play with
Color color yeah
I feel like I feel like umm yeah
너와나 닮아가지 Like u girl
아무거나 둘이 먹어도 Taste good
I like a blue sky
파란것도 All right
다른것도 Play when I fall in love
가져다 줄게
Swirling clouds in violet
O when I fall when I fall in love
What would be like to play with
Color the color yeah
너무 기다렸던 이 순간
What would be like to play with
Color color yeah
I feel like I feel like umm yeah"
37,Koh (Album ver.),92914,"In those eyes of you
Glowing like the stars
I just want to take a walk
With you slowly
Nothing like this view
I get to see you here
You're the one that I can see it
So clearly
You are the sunrise
I'll be your sunset
You be my moonlight
I'll be your sky
You are the sunrise
I'll be your sunset
You be my moonlight
I'll be your sky
You've always been my home
There's nothing like you
You just take me to a place
Where it's so high
I wonder how we grow
Till we go grey and small
We just take a look and stars go pairing
You are the sunrise
I'll be your sunset
You be my moonlight
I'll be your sky
You are the sunrise
I'll be your sunset
You be my moonlight
I'll be your sky
You are the sunrise
I'll be your sunset
You be my moonlight
I'll be your sky
You are the sunrise
I'll be your sunset
You be my moonlight
I'll be your sky
You are the sunrise
I'll be your sunset
You be my moonlight
I'll be your sky
You are the sunrise
I'll be your sunset
You be my moonlight
I'll be your sky"
38,Constant,Jesse Barrera(제시 바레라),"La la la la
La la la
La la la la la
I don't know why people go
It's a shame
And it's usually the people
That say they'd never change
That's when you told me
That the storms will come
We just gotta learn to dance in the rain
Then you said
Don't worry 'cause babe
You got me and I
I'm stayin' right here
And though the season's change
My love will stay the same
For you yes it's true
You're the only constant thing in my world
When there's no one left around
It's just me and my girl
I know that change is
Just a part of this life
But our love will stand the test of time
'Cause baby you're my constant constant
Darlin' you're my constant constant
It's an unpredictable life on my own
I could be surrounded by many
But still feel alone
That's when you told me
That you'd always be there for me
And I'm always coming back
To the one I call home
Yeah yeah
You're the only constant
Thing in my world
(In my world)
When there's no one left around
It's just me and my girl
(It's just you and me ba ba baby)
I know that change is
Just a part of this life
But our love will
Stand the test of time
'Cause baby you're my constant constant
Darlin' you're my constant constant
Baby you're my constant constant
Darlin' you're my constant constant
La la la la
La la la
La la la la la"
39,Charlie,Sam Tompkins,"You just hit the party, sip on Bacardi
Do it 'til it's all thrown up
You just say you're sorry every morning
Girl, when you gonna grow up?
You just say you're fine every time
That's the damn point, now stop
Girl, talk to me calmly, lose your friend Charlie
When's the real girl showing up? Yeah, yeah
Take time to forget the wine
I won't let you near this life of mine if I have to
It's a climb, need a stronger mind
Doesn't matter when the stars align if I've got you
It's alright to put your pride aside
It can happen when you come applied, but I'll catch you
If you divе into a sober life
I'll do anything to provide, I won't cancеl
I'm thinking 'bout brighter days
I don't think that they're far away
It's easy to hide away
But if you let it, your life will change
Hit the party, sip on Bacardi
Do it 'til it's all thrown up
You just say you're sorry every morning
Girl, when you gonna grow up?
You just say you're fine every time
That's the damn point, now stop
Girl, talk to me calmly, lose your friend Charlie
When's the real girl showing up? Yeah, yeah
I'm gettin' tired of this every night
I just wanted you to hit my line, you don't have to
But you'll side with the losing fight
Really thought you were my ride or die
I see the signs that you're his, not mine
A knife is going through my spine and I have to
Let you go and it don't feel right
Living without you
Hit the party, sip on Bacardi
Do it 'til it's all thrown up
You just say you're sorry every morning
Girl, when you gonna grow up?
You just say you're fine every time
That's the damn point, now stop
Girl, talk to me calmly, lose your friend Charlie
When's the real girl showing up? Yeah, yeah
I'm thinking 'bout brighter days
I don't think that they're far away
It's easy to hide away
But if you let it, your life will change
I'm thinking 'bout brighter days
I don't think that they're far away
It's easy to hide away
But if you let it, your life will change
Hit the party, sip on Bacardi
Do it 'til it's all thrown up
You just say you're sorry every morning
Girl, when you gonna grow up?
You just say you're fine every time
That's the damn point, now stop
Girl, talk to me calmly, lose your friend Charlie
When's the real girl showing up? Yeah, yeah
Oh no, no, no, no
Oh no, no, no, no, no
Oh no, no, no, no
Oh no, no, no, no, no
Oh no, no, no, no
Oh no, no, no, no, no
Oh no, no, no, no
Oh no, no, no, no, no"
40,Annabelle's Homework,Alec Benjamin(알렉 벤자민),"Careful as I write her name
On the corner of the page
Make it look like it was her all along
And I put the paper in my bag
As I'm walking back to class
And the notes I wrote
That took me so long
She doesn't notice me
She just smiles and says
Thank you for the trigonometry
'Cause that's all it meant to her
But I spent
22 days and 21 nights
Crossing every t just making it right
Only to discover it's not worth
Doing annabelle's homework
Doesn't matter how many papers I write
End of the equation won't be you and I
And now I'm just another who got hurt
Doing annabelle's homework
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh oh
Doing annabelle's homework
Careful as I walk away
So she can't see it on my face
How I look and now I'm feeling so bad
I'm disappointed in myself
'Cause I know love's not for sale
Oh my mother raised me better than that
She doesn't notice me
She just smiles and says
Thank you for the geography
'Cause that's all it meant to her
But I spent
22 days and 21 nights
Crossing every t just making it right
Only to discover it's not worth
Doing annabelle's homework
Doesn't matter how many papers I write
End of the equation won't be you and I
And now I'm just another who got hurt
Doing annabelle's homework
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh oh
Doing annabelle's homework
I'm alive you don't know I'm here
Just circling around in your atmosphere yeah
I'm alive you don't know I'm here
Just circling around just circling
22 days and 21 nights
Crossing every t just making it right
Only to discover it's not worth
Doing annabelle's homework
Doesn't matter how many papers I write
End of the equation won't be you and I
And now I'm just another who got hurt
Doing annabelle's homework
Oh oh oh oh oh
Oh oh oh oh oh
And now I'm just another who got hurt
Doing annabelle's homework"
41,Honey,Kehlani(켈라니),"I like my girls just like I like my honey; sweet
A little selfish
I like my women like I like my money; green
A little jealous
'Cause I'm a beautiful wreck
A colorful mess but I'm funny
Oh I'm a heartbreak vet
With a stone-cold neck yeah I'm charming
All the pretty girls in the world
But I'm in this space with you
Colored out the line
I came to find my fire was fate with you
Heartache would stay with you
Fly great escapes with you
I countdown to the clock saw you awake
Don't walk away or would you wait for me?
I go out to the bar fuck hangin' with the stars
Don't even have a car but you would wait for me
All all all all the pretty girls in the world
But I'm in this space with you
Colored out the lines
I came to find my fire was fate with you
My heartache would stay with you
Escape with you
I like my girls just like I like my honey; sweet
A little selfish huh
I like my women like I like my money; green
A little jealous
Oh I'm a beautiful wreck
A colorful mess but I'm funny
Oh I'm a heartbreak vet
With a stone-cold neck I'm so charming oh oh
La-la-la-la-la-la-la
Do-do-do do-do
Do-do-do do-do
Do-do-do do-do
Da-da-da da-da
Do-do-do do-do
Is it love all we need? is it love?
Do-do-do do-do
To be the same prophecy? is it love?
Do-do-do do-do
Do-re-mi-fa-so-la-ti is it love?
Do-do-do do-do
Love do-do-do do-do"
42,We Good,Jesse Gold,"Lay low nobody asks 'cause they know
Grateful only real ones at the table
Cause we stay ice cold in the july heat
Heavyweight so don't take us too lightly
Get the circle locked and if you lose that key
We gon' cut you off like siamese
Oh I know we never do what we should
'Cause oh we're so forever misunderstood
So we good we good
We good we good
Slow mo whenever we walk into the social
No bro we're not gonna take a photo
So we go homе
Isolated like we madе it everybody sick as fuck
Elevated and they hate it
pretty much sums it up
Oh I know we never do what we should
'Cause oh we're so forever misunderstood
So we good we good
Ooh we good we good
Isolated like we made it everybody sick as fuck
Elevated an they hate it pretty much sums it up
So we good we good
Ooh we good we good"
43,Champagne Problems,Hugo Helmig,"...*

I wanna have champagne problems
I wanna call you and your entourage
I wanna have rooftop parties
At my house (baby, baby, baby, baby)
Baby, this ain't no game
Tell me you love me
I hope that you want me
'Cause I still believe 
that you could be my rock 'n' roll

She don't care about the pills and Prozac, no
Care about the cars and the fast life, go
Only one star to align right now
Wishing, yeah,
 I'm wishing you were mine right now
Don't you feel a problem? I feel it too, yeah
Don't need another one when I got you
You're dancing with another man
 and that's cool
'Cause I'm used to being number two

I guess that I forgot to tell you
That I can't get you outta my mind
Your love has got me blind

I wanna have champagne problems
I wanna call you and your entourage
I wanna have rooftop parties
At my house (baby, baby, baby, baby)
Baby, this ain't no game
Tell me you love me
I hope that you want me
'Cause I still believe 
that you could be my rock 'n' roll

She decorates her room like a raven
She got a whole draw full of diamonds
She talk about her exes and the money
She talks about 'em, she brags about 'em
She rants about 'em on and on and on
 and on and on
She always get her drinks for free
Never, ever think of me

I guess that I forgot to tell you
That I can't get you outta my mind
Your love has got me blind

I wanna have champagne problems
I wanna call you and your entourage
I wanna have rooftop parties
At my house (baby, baby, baby, baby)
Baby, this ain't no game
Tell me you love me
I hope that you want me
'Cause I still believe 
that you could be my rock 'n' roll

I guess that I forgot to tell you
That I can't get you outta my mind
Your love has got me blind

I wanna have champagne problems (champagne)
I wanna call you and your entourage
I wanna have rooftop parties
At my house (baby, baby, baby, baby)
Baby, this ain't no game
Tell me you love me
I hope that you want me
'Cause I still believe 
that you could be my rock 'n' roll

...*"
44,At My Worst (feat. Kehlani),Pink Sweat$,"Can I call you baby? Can you be my friend?
 Can you be my lover up until the very end?
 Let me show you love, oh, no pretend
 Stick by my side even when the world is caving in, yeah

 Oh, oh, oh, don't, don't you worry
 I'll be there whenever you want me

 I need somebody who can love me at my worst
 Know I'm not perfect, but I hope you see my worth
 'Cause it's only you, nobody new, I put you first
 And for you, girl, I swear I'd do the worst

 Ooh, ooh-ooh
 Ooh-ooh-ooh, ooh-ooh-ooh-ooh

 Will you trust I'm honest, when they're telling lies?
 Can you see what I'm not saying from my eyes?
 All I know is love, for you it's real
 It's different from anything that I thought I'd feel
 Oh, oh, don't you worry, I'll be there whenever you want me

 I need somebody who can love me at my worst
 Know I'm not perfect, but I hope you see my worth
 'Cause it's only you, nobody new, I put you first
 And for you, girl, I swear I'd do the worst

 Ooh, ooh-ooh
 Ooh-ooh-ooh, ooh-ooh-ooh-ooh

 I need somebody who can love me at my worst
 Know I'm not perfect, but I hope you see my worth
 'Cause it's only you, nobody new, I put you first
 And for you, girl, I swear I'd do the worst"
45,Two 10s,Quinn XCII(퀸 나인티투)CONNECT 아티스트,"I hear the rumors outside
 Decide to not call your bluff
 It's time to delegate wise
 Is what we have planned enough?
 I'm saying, saying
 It's no problem, come over later
 My folks are not persistent
 But who's got the dead presidents?
 'Cause mine remain non-existent

 All my friends are conversating
 Waiting at the front door, patiently
 I still gotta ask one favor

 Can I get a twenty for a real good time?
 Two 10s, I'm not tryna go crazy
 Give you my honesty that I won't do lines
 But I can't speak for Stacy
 I'll call you, I'll call you, oh, the second that I get there
 I don't want you calling other parents because you're scared
 Listen, I just need a twenty for a real good time
 Two 10s, I'm not tryna go crazy

 Stop staring right through the window
 You're gonna cause a stir
 My parents might get upset
 And not let us leave the 'burbs
 So give me two seconds, let me sweet talk 'em
 This shouldn't last more than a minute
 But if they ask, ""Son, where is it you're going?""
 My night may as well be finished

 All my friends are conversating
 Waiting at the front door, patiently
 I still gotta ask one favor

 Can I get a twenty for a real good time?
 Two 10s, I'm not tryna go crazy
 Give you my honesty that I won't do lines
 But I can't speak for Stacy
 I'll call you, I'll call you, oh, the second that I get there
 I don't want you calling other parents because you're scared
 Listen, I just need a twenty for a real good time
 Two 10s, I'm not tryna go crazy

 Don't you run from me
 (I'll be back around 10:30)
 It's not that easy
 (Okay, I gotta go, don't worry)
 You're too young to see
 (All my friends are in a hurry)
 Nothing's ever free

 Can I get a twenty for a real good time?
 Two 10s, I'm not tryna go crazy
 Give you my honesty that I won't do lines
 But I can't speak for Stacy
 I'll call you, I'll call you, oh, the second that I get there
 I don't want you calling other parents because you're scared
 Listen, I just need a twenty for a real good time
 Two 10s, I'm not tryna go crazy"
