,노래제목,가수,가사
20,미안해 (feat. 켈리 (Kelly)),처리(Churry),"내가 미안해
그땐 내가 바보 같았고
네가 없이 살 수 있을 것만 같았어
그러니까 미안해
그땐 내가 바보 같았고
네가 없는 하룬 아무 의미 없었어
다시 한번 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
내가
그날도 비가 내렸었던 것 같아
넌 질렸다는 듯이 울었고
난 문젤 피하고 싶었나 봐
우리 사인 끝이냐고 물었고
넌 나를 보며 말해 왜
끝을 말하는 건데
나는 고갤 떨궜고
한숨을 내쉬어 또
내 말은 그게 아닌데
어떻게 말을 해야 해
넌 얼굴을 묻었고
소리 없이 울어 또
그 시간으로
나 돌아가면 좋겠어
바보같이 내가 너를 두고
뭘 할 수 있어
그 시간으로
나 돌아가면 좋겠어
바보 같은 나는 너를 두고
살 수 없어
내가 더 미안해
그땐 내가 바보 같았고
네가 없이 살 수 있을 것만 같았어
그러니까 미안해
그땐 내가 바보 같았고
네가 없는 하룬 아무 의미 없었어
다시 한번 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
내가
You keep coming back to my mind
다른 곳에 있어도 같이 있는 것 같아
근데 사랑했던 우린 그려지지가 않아
넌 내 삶의 변수
네가 들어오고부터
난 네가 없는 건
상상할 수가 없어
너랑 걸어가던 그 길
지나갈 때면 문득
눈물이 차올라
고갤 들 수가 없어
그 시간으로
나 돌아가면 좋겠어
너의 표정 모든 게
그리워 미칠 것 같아
그 시간으로
나 돌아가면 좋겠어
너의 품에 지금 달려가서
안기고 싶어
내가 미안해
그땐 내가 바보 같았고
네가 없이 살 수 있을 것만 같았어
그러니까 미안해
그땐 내가 바보 같았고
네가 없는 하룬 아무 의미 없었어
다시 한번 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
내가"
21,EVERYTHING,검정치마,"you are my everything  
my everything
my everything

you are my everything  
my everything

비가 내리는 날엔 
우리 방 안에 누워 
아무 말이 없고
감은 눈을 마주 보면
모든 게 우리 거야

조금 핼쑥한 얼굴로 
날 찾아올 때도
가끔 발칙한 얘기로
날 놀랠킬 때도

you are my everything  
my everything
my everything

you are my everything  
my everything

넌 내 모든 거야
내 여름이고
내 꿈이야
넌 내 모든거야
나 있는 그대로 받아줄게요"
22,너의 로맨스에 내 이름을 써줘 (Prod. IVY GROUND),104 (백사),"밖에 예상치 못하게
또 주룩주룩 비가 내려와
아마 내가 너를 생각할 때마다
신께서 같이 울어주나 봐
우릴 비추는 달빛마저도 구름에 가려진 이때
내 생각 하면 걷혀질 거야
또 비가 내려 왜 봄비가 내려
내일도 네 생각에 취해서 아마 멍 때릴듯해
포장마차 옆자리에 앉아있던 너
널 보자마자 내 두 눈이 흔들렸던 거야
아마 이건 사랑인듯해
너와 나의 눈이 서로 마주쳤을 때
흠칫하는 너의 모습에 무언가에
홀린 듯이 네 앞으로 다가갔어
어딜 가던 너와 손잡고
예쁜 꽃이 많은 길거리를 거닐 땐
흔들리는 샹들리에 위에서 구름을 걷는듯해
아무것도 안 해도 다 좋았었지 그땐
술을 좋아하는 너와 같이 다니고
이젠 그때 그 자리에서 널 기다리고
다가오는 여자들을 다 지나치던
그 때로 다시 돌아갈 수는 없을까
소주 병뚜껑으로 하트 모양을 만들고
네 눈에 보이게 오른쪽 옆자리에 뒀던 봄
이제 그 자리는 추억이 됐잖아
이루어질 수 없다는 걸 알아 우리 만남
우리 손가락에 끼웠던 반지도 지워버릴게
이젠 널 보내주겠다는 거야
내려오는 빗방울에 혼자 비를 맞으며
너를 지워가고 있어
무슨 이별이 이렇게 힘드냐
너의 얼굴이 불현듯 스쳐가
한 걸음걸음 발을 내디디며 땅을 Step up
잡혀주면 안 될까 잡을게 널 딱 세 번
돌이킬 수도 없어 Love is gone
서울 그 카페 말이야 네가 좋아했던
리코타치즈향과 이젠 작별했어
PARIS BAGUETTE도 이젠 지나쳐도 안 보고
더 빠른 반댓길로 망설이지 않고 틀어 몸
똑같은 거리에서 노력하는 중이야
또 다른 거리들로 변하겠지만
너의 Romance에 내 이름을 써 줘
만약 그게 안 된다면 Extra라도 할게
별다른 생각 없이 나를 부른다면
네가 어느 곳에 있던 지금 당장 달려갈게
기다릴게 오늘까지만
365일 항상 하는 거짓말
오늘도 내 코가 길어졌지만 또 말해
진짜 오늘이 나에겐 마지막
소주 병뚜껑으로 별표 모양을 만들고
너 없는 자리에 괜스레 올려두고 싶은 놈
이제 이 자리는 잊혀지지 않아
이루어질 수 없다는 걸 알아 우리 만남
우리 손가락에 끼웠던 반지도 지워버릴게
이젠 널 보내주겠다는 거야
내려오는 빗방울에 혼자 비를 맞으며
너를 지워가고 있어
무슨 이별이 이렇게 힘드냐
너의 얼굴이 불현듯 스쳐가
한 걸음걸음 발을 내디디며 땅을 Step up
잡혀주면 안 될까 잡을게 널 딱 세 번
돌이킬 수도 없어 Love is gone"
23,Paris in the Rain,Lauv(라우브)CONNECT 아티스트,"All I know is ooh ooh ooh
We could go anywhere we could do
Anything girl whatever the mood we're in
All I know is ooh ooh ooh
Getting lost late at night under stars
Finding love standing right 
Where we are your lips
They pull me in the moment 
You and I alone and
People may be watching I don't mind
'Cause

Anywhere with you feels right
Anywhere with you feels like
Paris in the rain
Paris in the rain
We don't need a fancy town
Or bottles that we can't pronounce
'Cause anywhere babe
Is like Paris in the rain
When I'm with you
When I'm with you
Paris in the rain
Paris in the rain

I look at you now 
And I want this forever
I might not deserve it 
But there's nothing better
Don't know how I ever 
Did it all without you
My heart is about to 
About to jump out of my chest
Feelings they come 
And they go that they do
Feelings they come 
And they go not with you
The late nights and the street lights 
And the people look at me girl 
And the whole world could stop

Anywhere with you feels right
Anywhere with you feels like
Paris in the rain
Paris in the rain
We don't need a fancy town
Or bottles that we can't pronounce
'Cause anywhere babe
Is like Paris in the rain
When I'm with you
When I'm with you
Paris in the rain
Paris in the rain oh

Girl when I'm not with you
All I do is miss you
So come and set the mood right
Underneath the moonlight
Days in Paris nights in Paris
Paint you with my eyes closed
Wonder where the time goes
Yeah isn't it obvious isn't it obvious?
Come and set the mood right
Underneath the moonlight

'Cause anywhere with you feel right
Anywhere with you feels like
Paris in the rain
Paris in the rain
Walking down an empty street
Puddles underneath our feet"
24,사랑하는 사람들에게 가장 상처 주는 키를 우리는 모두 가지고 있어,김사월,"어느 날 해가 지는 것을 보면서
나 역시 그러하다고 생각했다
어쩌면 평생 괴롭고 싶은 거지
나는 기회만 되면
영혼을 헐값에 팔아
겉으로 보기에
그럴싸하면 그만일 사람이지
사랑했던 사람에게 주는 열쇠
그건 절대 쓰지 마 생각할수록
손에는 흐르는 땀과 금속 냄새
너의 머리카락을
만지고 느끼고 싶어
그럴 순 없지
방금 전 이 세상에서 사라졌으니"
25,Jasmine,DPR LIVE,"You know I can paint the world
Sitting there in black and gold
You're the perfect chemical
I gotta test I gotta know
You know I'm no criminal
But I could take your heart and go
You're the perfect chemical
I gotta test I gotta gotta
Just let me
Just let me
Just let me
Just let me
좋은 차 많은 돈
없을 수 있어 하지만
난 널 아낄 수 있고
또 소중히 다룰 수 있어
그리고 네가 원하면
우주선을 타 밤하늘
건너 별을 따 너의
손에 쥐여줄 수 있어
말만 해 뭐든지 뭐 어때?
비 오는 날 커피? okay
신사 홍대 압구? okay
아침에 no make up?
It's okay it's okay
I'll be getting it ready to fuse
Sitting on top of the world just cue
Missing a puzzle I swear it's you
You know I can paint the world
Sitting there in black and gold
You're the perfect chemical
I gotta test I gotta know
You know I'm no criminal
But I could take you heart and go
You're the perfect chemical
I gotta test I gotta gotta
Just let me
Just let me
Just let me
Just let me
If you let me be the code
네가 원하는 색깔별로
하늘도 바다도 산도
함께 칠할 수 있어
If you let me be the code
우리의 많은 다른 점도
선으로 이어갈 수 있어
Take one
If your new to this paint the world
We can roll with this black and gold
What to do with this chemical
Know your new to this
If your new to this paint the world
We can roll with this black and gold
What to do with this chemical
I gotta test I gotta gotta
Just let me
Just let me
Just let me
Just let me
Just let me
Just let me
Just let me
I could be the painter baby
You could be my
We could be drunk on that
Love till we pass out
Yeah right here right now
Yeah 너의 예쁜 허리에 두 손을
Girl can't we just dance now?
I could I could
I could paint your beauty
Thats if you
Just let me
Just let me
Just let me
Just let me
Coming to you live
You know I can paint the world
Sitting there in black and gold
You're the perfect chemical
I gotta test I gotta know
You know I'm no criminal
But I could take you heart and go
You're the perfect chemical
I gotta test I gotta"
26,double take,Dhruv,"Ooh ooh ooh ooh
Ooh ooh ooh
Ooh ooh ooh ooh
I could say I never dare
To think about you in that way
But I would be lying
And I pretend I'm happy for you
When you find some dude to take home
But I won't deny that
In the midst of the crowds
In the shapes in the clouds
I don't see nobody but you
In my rose tinted dreams
Wrinkled silk on my sheets
I don't see nobody but you
Boy you got me hooked onto something
Who could say that they saw us coming?
Tell me do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me do you feel the love?
Ooh ooh ooh ooh
And I could say I never answered
Those blue Levi's inside my head
But that's far from the truth
Don't know what's come over me
It seems like yesterday when I said
we'll be friends forever
Constellations of stars
Murals on city walls
I don't see nobody but you
You're my vice you're my muse
You're a nineteenth floor view
I don't see nobody but you
Boy you got me hooked onto something
Who could say that they saw us coming?
Tell me do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me do you feel the love?
Boy you got me hooked onto something
Who could say that they saw us coming?
Tell me do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me do you feel the love?
Do you feel the love? (Ooh ooh ooh ooh)
Do you feel the love?
Do you feel the love?
Do you feel the love?
Feel the love
Feel the love"
27,안전지대,이하이,"설렘이 무뎌지면 끝이라 쉽게 생각해
문득 말없이도 너의 맘이 보이네
나태함은 관계의 끝을 말하지만
익숙함은 완전한 사랑의 시작
안다면 알만큼 모른다면 몰라 널
Woo but 아침에 일어나면 익숙하게 널 원해
다른 애들과의 하룻밤과 다르게
So 너도 내게 보여줘
너의 그 사랑에 안전지대가 어딨어
너의 그 마음에 안전지대가 어딨어?
멍해진 표정 둔해진 심장
좋다 말하면 돌아서 달라
이런데 어떻게 널 믿겠어
너의 그 사랑에 안전지대가 어딨어
너의 그 마음에 안전지대가 어딨어?
영원한 게 있다면 보여줘
난 너라는 사람 하날 몰라
상처 입을 게 뻔해
Babe I can't trust u
Babe I can't trust u
내게 믿음을 줘
너에게 내가 좀 더 깊이 갈 수 있게
Babe can't trust u
Babe I can't trust u
내게 믿음을 줘
너에게 내가 좀 더 깊이 갈 수 있게
밤거리를 방황해도 우리 사이만 떠올라
원한 건 큰 것도 아냐 사소한 것들
우리 사이 반복도 할 만큼 했나 봐
나에게서 멀어져 가는 듯한 너
이유가 있다면 알고 싶어 우리 둘
Woo but 뒤돌아보면
다시 또 날 원하는 너니까
흔히 지나가는 하룻밤관 다르게
여전하다 말해줘
너의 그 사랑에 안전지대가 어딨어
너의 그 마음에 안전지대가 어딨어?
멍해진 표정 둔해진 심장
좋단 말하면 돌아서 달라
이런데 어떻게 널 믿겠어
너의 그 사랑에 안전지대가 어딨어
너의 그 마음에 안전지대가 어딨어?
영원한 게 있다면 보여줘
난 너라는 사람 하날 몰라
상처 입을 게 뻔해
Babe I can't trust u
Babe I can't trust u
내게 믿음을 줘
너에게 내가 좀 더 깊이 갈 수 있게
Babe can't trust u
Babe I can't trust u
내게 믿음을 줘
너에게 내가 좀 더 깊이 갈 수 있게
영원한 건 없겠지만 믿어볼게
늘 아름답지는 않대도 기다릴게
영원한 것보다도 더 아름답게
이번이 마지막처럼 전부 걸게"
28,Painkiller,Ruel(루엘)CONNECT 아티스트,"You're my painkiller
When my brain gets bitter
You keep me close
You keep me close
I got front row seats for the park side livin'
Feel like the one but I'm one in a billion
Teenage cynical and I don't really know
What's the point of living
If my heart gets broken?
Driving on the road
Waiting for head on collision
Springtime funeral
I miss you but I'd rather be alone
To keep me from
Heartbreaks headaches
The doctor says I'm diagnosed with
Shit days mistakes
But I'll be fine
But I'll be fine
'Cause you're my painkiller
When my brain gets bitter
You keep me close
When I've been miserable
And it takes forever
To let my brain get better
You keep me close
You keep me close
Window seats as the plane starts leavin'
Miss those streets
Where my knees were bleedin'
Homesick veteran
I left my bed again
Oh looking for
Heartbreaks headaches
The doctor says I'm diagnosed with
Shit days mistakes
But I'll be fine
But I'll be fine
'Cause you're my painkiller
When my brain gets bitter
You keep me close
When I've been miserable
And it takes forever
To let my brain get better
You keep me close
You keep me close
Please never leave me
'Cause I'm barely holdin' on
You give me a reason to keep on breathin'
'Cause you're my painkiller
When my brain gets bitter
You keep me close
When I've been miserable
And it takes forever
To let my brain get better
You keep me close
You keep me close
I know you hear me (Close)
Yeah (Close)
Close"
29,Nonsense,Sabrina Carpenter(사브리나 카펜터),"Oh-oh oh-oh oh-oh oh-oh
Oh-oh oh-oh oh-oh oh-oh
Oh-oh oh-oh oh-oh oh-oh
Oh oh oh
Yeah

Think I only want one number in my phone
I might change your contact to 
'Don't leave me alone'
You said you like my eyes 
and you like to make 'em roll
Treat me like a queen 
now you got me feelin' throned oh

But I can't help myself when you get close to me
Baby my tongue goes numb 
sounds like 'Blee-blah-blee'
I don't want no one else (No no) baby 
I'm in too deep
Here's a little song I wrote (A song I wrote)
It's about you and me (Me)

I'll be honest
Lookin' at you got me thinkin' nonsense
Cartwheels in my stomach when you walk in
And when you got your arms around me
Oh it feels so good
I had to jump the octave
I think I got an ex but I forgot him
And I can't find my chill I must've lost it
I don't even know I'm talkin' nonsense
I'm talkin' I'm talkin' (Ah-ah-ah) I'm talkin'

I'm talkin' all around the clock
I'm talkin' hope nobody knocks
I'm talkin' opposite of soft
I'm talkin' wild wild thoughts
You gotta keep up with me
I got some young energy
I cop that L-O-V-E
How do you do this to me?

But I can't help myself when you get close to me
Baby my tongue goes numb 
sounds like 'Blee-blah-blee'
I don't want no one else (No no) baby 
I'm in too deep (Too deep)
Here's a little song I wrote (A song I wrote)
It's about you and me

I'll be honest (Honest)
Lookin' at you got me 
thinkin' nonsense (Nonsense)
Cartwheels in my stomach 
when you walked in (When you walked in)
When you got your arms around me
Oh it feel so good
I had to hit the octave
I think I got an ex but I forgot him
And I can't find my chill I must've lost it
I don't even know (Oh-oh) I'm talkin' nonsense
I'm talkin' I'm talkin' I'm talkin'

I'm talkin' I'm talkin' na-na-na
I'm talkin' (Blah-blah blah blah-blah)
Ah-ah ah-ah ah (Ah-ah)
I don't even know it anymore
(Oh-oh oh-oh)

This song catchier than chickenpox is
I bet your house is where my other sock is
Woke up this morning thought 
I'd write a pop hit (Ha haha)
How quickly can you take your clothes off? 
Pop quiz
Hahaha
That one's not gonna make it
Ha haha haha
Most of these aren't gonna make it"
